,n_problematic_contacts
0,20
1,13
2,10
3,7
4,7
5,12
6,11
7,10
8,8
9,6
10,6
11,9
12,9
13,10
14,10
15,10
16,9
17,11
18,9
19,10
20,11
21,11
22,12
23,15
24,12
25,15
26,16
27,17
28,16
29,14
30,14
31,16
32,12
33,15
34,18
35,15
36,11
37,15
38,16
39,14
40,19
41,14
42,13
43,14
44,19
45,15
46,19
47,13
48,19
49,23
50,26
51,22
52,22
53,22
54,24
55,22
56,23
57,21
58,18
59,18
60,16
61,15
62,18
63,18
64,13
65,16
66,18
67,20
68,17
69,21
70,19
71,24
72,22
73,24
74,23
75,17
76,22
77,21
78,20
79,23
80,18
81,17
82,18
83,16
84,14
85,13
86,16
87,17
88,17
89,15
90,18
91,19
92,20
93,22
94,24
95,22
96,19
97,23
98,21
99,21
100,17
101,12
102,13
103,20
104,20
105,19
106,20
107,21
108,20
109,23
110,20
111,20
112,20
113,16
114,14
115,10
116,14
117,9
118,11
119,14
120,18
121,14
122,14
123,14
124,19
125,20
126,17
127,13
128,12
129,13
130,12
131,10
132,14
133,19
134,18
135,18
136,18
137,13
138,13
139,18
140,17
141,17
142,14
143,18
144,21
145,19
146,19
147,14
148,15
149,9
150,13
151,15
152,18
153,13
154,9
155,16
156,13
157,11
158,13
159,13
160,13
161,18
162,18
163,19
164,18
165,17
166,19
167,25
168,28
169,23
170,21
171,17
172,17
173,17
174,16
175,22
176,19
177,17
178,17
179,24
180,22
181,24
182,19
183,23
184,24
185,25
186,19
187,14
188,22
189,24
190,27
191,25
192,18
193,24
194,27
195,26
196,28
197,33
198,33
199,28
200,22
201,23
202,12
203,13
204,13
205,13
206,15
207,16
208,12
209,13
210,17
211,17
212,21
213,25
214,27
215,21
216,21
217,24
218,16
219,17
220,17
221,17
222,13
223,14
224,14
225,14
226,14
227,20
228,22
229,21
230,23
231,18
232,19
233,20
234,21
235,26
236,24
237,25
238,28
239,30
240,29
241,24
242,17
243,15
244,16
245,17
246,22
247,16
248,18
249,19
250,20
251,24
252,22
253,14
254,16
255,15
256,20
257,19
258,19
259,22
260,23
261,25
262,31
263,30
264,25
265,25
266,23
267,27
268,25
269,27
270,25
271,26
272,26
273,26
274,25
275,26
276,25
277,23
278,23
279,25
280,30
281,25
282,26
283,22
284,25
285,24
286,20
287,19
288,19
289,25
290,21
291,20
292,19
293,18
294,20
295,21
296,19
297,20
298,23
299,21
300,22
301,18
302,20
303,18
304,21
305,20
306,18
307,15
308,17
309,17
310,15
311,12
312,19
313,21
314,18
315,18
316,17
317,14
318,16
319,13
320,15
321,15
322,17
323,15
324,20
325,25
326,21
327,18
328,16
329,23
330,24
331,18
332,14
333,16
334,14
335,17
336,18
337,19
338,14
339,16
340,15
341,15
342,18
343,15
344,17
345,15
346,16
347,17
348,14
349,13
350,13
351,19
352,20
353,18
354,20
355,21
356,20
357,20
358,18
359,20
360,22
361,18
362,19
363,12
364,14
365,11
366,14
367,15
368,16
369,21
370,17
371,17
372,19
373,15
374,15
375,16
376,15
377,21
378,16
379,16
380,11
381,12
382,12
383,14
384,13
385,14
386,13
387,18
388,19
389,15
390,15
391,13
392,12
393,16
394,12
395,10
396,8
397,7
398,8
399,10
400,13
401,19
402,19
403,22
404,18
405,15
406,15
407,19
408,22
409,19
410,15
411,16
412,17
413,17
414,14
415,16
416,13
417,15
418,17
419,16
420,21
421,24
422,17
423,14
424,13
425,17
426,17
427,17
428,20
429,21
430,20
431,19
432,16
433,15
434,18
435,18
436,16
437,15
438,18
439,19
440,19
441,19
442,23
443,22
444,15
445,14
446,12
447,14
448,15
449,12
450,11
451,13
452,10
453,11
454,16
455,17
456,17
457,19
458,20
459,16
460,21
461,17
462,15
463,15
464,11
465,13
466,9
467,11
468,11
469,12
470,18
471,12
472,15
473,9
474,11
475,11
476,11
477,12
478,11
479,12
480,22
481,20
482,20
483,19
484,17
485,15
486,13
487,22
488,16
489,15
490,17
491,20
492,18
493,13
494,14
495,16
496,16
497,16
498,21
499,19
500,14
