,n_problematic_contacts
0,17
1,17
2,14
3,12
4,11
5,8
6,8
7,10
8,14
9,14
10,17
11,13
12,13
13,9
14,9
15,7
16,10
17,16
18,15
19,12
20,16
21,14
22,18
23,18
24,21
25,17
26,22
27,27
28,27
29,28
30,27
31,24
32,22
33,18
34,15
35,16
36,17
37,17
38,16
39,20
40,21
41,23
42,19
43,18
44,14
45,19
46,24
47,29
48,28
49,28
50,22
51,18
52,19
53,16
54,17
55,18
56,20
57,19
58,22
59,21
60,25
61,26
62,24
63,25
64,24
65,24
66,22
67,20
68,18
69,18
70,18
71,19
72,24
73,27
74,26
75,29
76,27
77,27
78,33
79,27
80,30
81,26
82,27
83,27
84,26
85,28
86,33
87,36
88,33
89,37
90,41
91,35
92,32
93,31
94,32
95,35
96,34
97,37
98,35
99,35
100,31
101,27
102,26
103,24
104,27
105,24
106,26
107,23
108,24
109,26
110,27
111,29
112,31
113,27
114,27
115,24
116,17
117,23
118,21
119,24
120,24
121,24
122,23
123,32
124,31
125,34
126,36
127,36
128,36
129,34
130,28
131,22
132,16
133,25
134,30
135,31
136,33
137,32
138,31
139,29
140,22
141,15
142,21
143,22
144,23
145,21
146,21
147,24
148,31
149,31
150,29
151,30
152,29
153,28
154,26
155,22
156,24
157,30
158,29
159,26
160,21
161,17
162,19
163,17
164,16
165,13
166,16
167,18
168,16
169,12
170,14
171,20
172,21
173,26
174,29
175,24
176,25
177,25
178,27
179,26
180,23
181,22
182,23
183,18
184,13
185,13
186,13
187,14
188,13
189,14
190,13
191,13
192,13
193,16
194,13
195,11
196,20
197,19
198,22
199,23
200,22
201,24
202,20
203,24
204,21
205,18
206,18
207,23
208,20
209,20
210,20
211,20
212,19
213,17
214,17
215,17
216,12
217,16
218,19
219,19
220,20
221,16
222,15
223,18
224,19
225,16
226,23
227,28
228,24
229,27
230,32
231,30
232,29
233,33
234,30
235,31
236,31
237,25
238,22
239,23
240,25
241,26
242,28
243,35
244,32
245,29
246,27
247,27
248,18
249,24
250,21
251,21
252,25
253,25
254,28
255,32
256,31
257,30
258,25
259,27
260,26
261,30
262,28
263,29
264,30
265,26
266,22
267,23
268,19
269,19
270,16
271,14
272,18
273,17
274,18
275,19
276,21
277,17
278,18
279,16
280,20
281,25
282,16
283,21
284,25
285,25
286,28
287,34
288,40
289,36
290,34
291,35
292,33
293,40
294,35
295,34
296,33
297,27
298,26
299,23
300,20
301,20
302,21
303,21
304,27
305,29
306,32
307,31
308,32
309,35
310,27
311,27
312,29
313,32
314,29
315,29
316,28
317,28
318,24
319,27
320,28
321,29
322,31
323,31
324,28
325,24
326,25
327,16
328,16
329,16
330,18
331,17
332,23
333,24
334,23
335,24
336,22
337,19
338,24
339,23
340,25
341,31
342,30
343,32
344,29
345,27
346,26
347,26
348,24
349,24
350,27
351,22
352,21
353,30
354,29
355,36
356,34
357,39
358,31
359,27
360,28
361,24
362,27
363,23
364,21
365,20
366,18
367,19
368,23
369,28
370,32
371,33
372,35
373,30
374,31
375,25
376,25
377,23
378,23
379,20
380,23
381,18
382,23
383,22
384,25
385,27
386,27
387,28
388,31
389,28
390,27
391,26
392,32
393,31
394,34
395,37
396,31
397,28
398,29
399,23
400,27
401,33
402,34
403,29
404,30
405,29
406,26
407,29
408,27
409,27
410,23
411,33
412,34
413,29
414,27
415,32
416,39
417,41
418,40
419,43
420,37
421,44
422,45
423,45
424,45
425,36
426,24
427,16
428,18
429,17
430,20
431,15
432,14
433,21
434,22
435,23
436,30
437,28
438,34
439,32
440,34
441,40
442,33
443,39
444,39
445,39
446,34
447,33
448,29
449,35
450,36
451,30
452,27
453,26
454,23
455,17
456,27
457,28
458,27
459,28
460,26
461,27
462,22
463,31
464,30
465,28
466,26
467,25
468,25
469,21
470,18
471,23
472,19
473,21
474,24
475,18
476,15
477,23
478,19
479,20
480,16
481,17
482,20
483,16
484,16
485,18
486,18
487,18
488,15
489,13
490,13
491,17
492,19
493,15
494,16
495,19
496,22
497,29
498,29
499,37
500,28
