,n_problematic_contacts
0,34
1,28
2,21
3,15
4,11
5,12
6,15
7,15
8,18
9,20
10,17
11,23
12,18
13,25
14,23
15,25
16,23
17,26
18,25
19,26
20,24
21,25
22,22
23,19
24,29
25,26
26,26
27,26
28,24
29,25
30,27
31,30
32,25
33,27
34,24
35,27
36,26
37,26
38,23
39,26
40,30
41,32
42,24
43,29
44,28
45,33
46,35
47,36
48,33
49,34
50,30
51,23
52,23
53,20
54,21
55,16
56,23
57,25
58,25
59,31
60,30
61,28
62,30
63,27
64,31
65,31
66,30
67,24
68,26
69,27
70,25
71,22
72,23
73,19
74,19
75,22
76,28
77,28
78,31
79,30
80,26
81,25
82,25
83,24
84,29
85,35
86,31
87,26
88,28
89,27
90,23
91,23
92,23
93,28
94,28
95,24
96,23
97,18
98,24
99,21
100,26
101,23
102,13
103,15
104,18
105,24
106,21
107,20
108,22
109,22
110,27
111,33
112,27
113,24
114,20
115,17
116,20
117,26
118,25
119,24
120,27
121,26
122,30
123,30
124,24
125,38
126,45
127,36
128,37
129,41
130,42
131,35
132,30
133,29
134,31
135,32
136,30
137,40
138,37
139,26
140,35
141,35
142,32
143,29
144,26
145,29
146,24
147,22
148,18
149,21
150,19
151,22
152,20
153,15
154,15
155,13
156,11
157,18
158,16
159,16
160,16
161,18
162,15
163,16
164,14
165,13
166,17
167,16
168,16
169,14
170,13
171,14
172,14
173,13
174,14
175,17
176,12
177,17
178,13
179,16
180,15
181,13
182,13
183,10
184,14
185,17
186,19
187,17
188,20
189,17
190,20
191,21
192,15
193,18
194,19
195,18
196,16
197,18
198,19
199,17
200,19
201,21
202,19
203,17
204,16
205,13
206,14
207,16
208,17
209,14
210,14
211,13
212,10
213,14
214,14
215,16
216,20
217,14
218,18
219,16
220,14
221,14
222,16
223,14
224,17
225,16
226,21
227,21
228,21
229,19
230,18
231,15
232,13
233,19
234,14
235,16
236,18
237,16
238,15
239,18
240,20
241,17
242,16
243,18
244,15
245,19
246,22
247,24
248,17
249,14
250,15
251,12
252,15
253,17
254,22
255,23
256,27
257,24
258,22
259,24
260,26
261,21
262,15
263,16
264,15
265,18
266,22
267,21
268,16
269,19
270,18
271,19
272,15
273,14
274,16
275,14
276,16
277,18
278,18
279,13
280,14
281,11
282,14
283,13
284,12
285,11
286,10
287,14
288,14
289,15
290,15
291,13
292,16
293,19
294,18
295,16
296,15
297,17
298,18
299,14
300,14
301,15
302,21
303,26
304,22
305,29
306,30
307,34
308,30
309,30
310,34
311,36
312,34
313,36
314,35
315,29
316,35
317,36
318,34
319,32
320,30
321,28
322,24
323,26
324,27
325,23
326,20
327,17
328,20
329,19
330,21
331,25
332,18
333,19
334,18
335,17
336,18
337,19
338,18
339,21
340,24
341,22
342,16
343,17
344,18
345,19
346,17
347,18
348,17
349,16
350,21
351,17
352,18
353,17
354,14
355,14
356,18
357,21
358,19
359,20
360,19
361,19
362,15
363,18
364,19
365,23
366,22
367,17
368,20
369,23
370,22
371,27
372,32
373,26
374,25
375,29
376,34
377,28
378,24
379,25
380,24
381,23
382,25
383,24
384,25
385,30
386,29
387,29
388,29
389,27
390,25
391,24
392,27
393,28
394,31
395,29
396,32
397,34
398,31
399,21
400,26
401,28
402,27
403,24
404,25
405,25
406,29
407,25
408,23
409,27
410,30
411,26
412,27
413,24
414,25
415,26
416,26
417,34
418,28
419,32
420,31
421,26
422,23
423,25
424,26
425,23
426,18
427,18
428,24
429,22
430,20
431,21
432,20
433,20
434,21
435,22
436,21
437,21
438,16
439,12
440,12
441,14
442,15
443,16
444,19
445,22
446,27
447,23
448,17
449,17
450,20
451,20
452,19
453,17
454,15
455,19
456,21
457,24
458,24
459,24
460,23
461,15
462,21
463,19
464,16
465,15
466,13
467,7
468,8
469,10
470,11
471,14
472,6
473,9
474,10
475,13
476,12
477,14
478,15
479,11
480,11
481,10
482,10
483,15
484,13
485,10
486,14
487,12
488,17
489,19
490,23
491,28
492,23
493,25
494,22
495,18
496,21
497,19
498,23
499,27
500,25
