,n_problematic_contacts
0,16
1,14
2,9
3,8
4,7
5,8
6,7
7,10
8,12
9,13
10,12
11,12
12,11
13,10
14,12
15,15
16,14
17,16
18,12
19,18
20,14
21,17
22,20
23,18
24,18
25,23
26,21
27,23
28,21
29,19
30,20
31,18
32,20
33,18
34,17
35,21
36,20
37,14
38,11
39,12
40,12
41,15
42,17
43,22
44,15
45,19
46,25
47,25
48,27
49,31
50,22
51,28
52,31
53,31
54,26
55,26
56,29
57,33
58,40
59,40
60,40
61,37
62,32
63,38
64,38
65,41
66,30
67,32
68,31
69,33
70,29
71,33
72,28
73,27
74,26
75,27
76,36
77,39
78,40
79,34
80,38
81,40
82,39
83,33
84,32
85,40
86,40
87,42
88,33
89,37
90,33
91,36
92,28
93,31
94,33
95,34
96,41
97,43
98,53
99,53
100,56
101,49
102,43
103,34
104,29
105,33
106,30
107,29
108,28
109,29
110,27
111,27
112,33
113,34
114,33
115,36
116,31
117,29
118,24
119,29
120,24
121,23
122,22
123,26
124,32
125,32
126,30
127,24
128,24
129,25
130,25
131,29
132,32
133,30
134,29
135,22
136,20
137,21
138,17
139,23
140,20
141,22
142,18
143,18
144,25
145,26
146,22
147,17
148,17
149,19
150,20
151,20
152,21
153,18
154,19
155,19
156,21
157,22
158,24
159,16
160,18
161,18
162,17
163,16
164,16
165,18
166,23
167,24
168,17
169,18
170,19
171,24
172,23
173,28
174,28
175,29
176,24
177,27
178,25
179,23
180,22
181,24
182,27
183,24
184,28
185,26
186,30
187,30
188,31
189,28
190,35
191,33
192,33
193,32
194,28
195,31
196,28
197,24
198,21
199,20
200,29
201,30
202,27
203,24
204,20
205,23
206,22
207,13
208,17
209,20
210,18
211,27
212,26
213,28
214,29
215,33
216,34
217,32
218,27
219,31
220,27
221,30
222,28
223,29
224,36
225,35
226,28
227,31
228,30
229,33
230,34
231,36
232,33
233,33
234,43
235,41
236,44
237,36
238,44
239,41
240,40
241,42
242,35
243,38
244,28
245,21
246,22
247,22
248,26
249,29
250,25
251,26
252,29
253,28
254,31
255,26
256,27
257,26
258,28
259,26
260,24
261,28
262,26
263,23
264,23
265,23
266,20
267,24
268,22
269,20
270,21
271,21
272,16
273,18
274,18
275,26
276,22
277,23
278,23
279,24
280,26
281,27
282,29
283,26
284,32
285,27
286,23
287,22
288,23
289,25
290,26
291,27
292,28
293,23
294,27
295,24
296,28
297,26
298,26
299,15
300,18
301,20
302,21
303,22
304,18
305,20
306,23
307,24
308,23
309,24
310,22
311,20
312,17
313,18
314,14
315,16
316,16
317,18
318,16
319,14
320,17
321,17
322,17
323,21
324,22
325,20
326,25
327,26
328,14
329,16
330,18
331,14
332,17
333,15
334,20
335,21
336,19
337,18
338,15
339,15
340,13
341,13
342,18
343,17
344,11
345,12
346,16
347,15
348,21
349,17
350,17
351,13
352,14
353,20
354,20
355,21
356,21
357,24
358,22
359,18
360,15
361,13
362,18
363,24
364,24
365,20
366,27
367,20
368,22
369,20
370,24
371,24
372,24
373,25
374,27
375,27
376,25
377,27
378,15
379,15
380,16
381,16
382,16
383,19
384,27
385,27
386,25
387,30
388,29
389,29
390,30
391,33
392,37
393,38
394,40
395,38
396,32
397,30
398,32
399,34
400,40
401,38
402,34
403,24
404,24
405,27
406,26
407,29
408,26
409,25
410,26
411,25
412,21
413,20
414,22
415,24
416,24
417,19
418,22
419,23
420,24
421,28
422,31
423,30
424,31
425,24
426,25
427,24
428,25
429,17
430,20
431,27
432,23
433,29
434,31
435,28
436,29
437,23
438,20
439,21
440,27
441,24
442,22
443,22
444,23
445,23
446,23
447,23
448,23
449,18
450,21
451,22
452,24
453,23
454,27
455,24
456,27
457,32
458,28
459,28
460,23
461,22
462,24
463,19
464,23
465,25
466,23
467,28
468,34
469,32
470,41
471,42
472,45
473,43
474,41
475,40
476,38
477,47
478,52
479,47
480,43
481,41
482,40
483,41
484,46
485,43
486,48
487,43
488,39
489,40
490,38
491,34
492,32
493,28
494,25
495,25
496,36
497,34
498,32
499,35
500,35
