,n_problematic_contacts
0,19
1,15
2,12
3,13
4,12
5,13
6,18
7,17
8,17
9,14
10,14
11,14
12,11
13,13
14,15
15,13
16,10
17,6
18,6
19,8
20,8
21,8
22,13
23,15
24,14
25,15
26,20
27,17
28,15
29,17
30,21
31,17
32,17
33,16
34,16
35,15
36,18
37,14
38,12
39,16
40,14
41,13
42,17
43,17
44,17
45,17
46,18
47,14
48,18
49,23
50,20
51,22
52,23
53,22
54,21
55,17
56,20
57,22
58,15
59,18
60,20
61,16
62,18
63,21
64,24
65,30
66,29
67,25
68,23
69,23
70,16
71,19
72,17
73,16
74,15
75,16
76,15
77,14
78,16
79,20
80,18
81,16
82,14
83,16
84,13
85,10
86,16
87,19
88,16
89,23
90,21
91,20
92,15
93,17
94,12
95,10
96,11
97,15
98,12
99,18
100,15
101,15
102,18
103,20
104,18
105,23
106,23
107,20
108,16
109,17
110,12
111,13
112,10
113,14
114,15
115,14
116,15
117,16
118,16
119,18
120,17
121,14
122,12
123,14
124,16
125,18
126,16
127,15
128,12
129,11
130,10
131,12
132,16
133,19
134,23
135,23
136,23
137,20
138,20
139,23
140,20
141,19
142,16
143,15
144,14
145,16
146,17
147,17
148,17
149,16
150,18
151,18
152,15
153,21
154,20
155,18
156,18
157,18
158,23
159,23
160,24
161,26
162,29
163,29
164,27
165,31
166,25
167,29
168,34
169,33
170,30
171,34
172,29
173,29
174,30
175,31
176,28
177,24
178,18
179,20
180,24
181,23
182,21
183,23
184,27
185,23
186,22
187,20
188,23
189,22
190,25
191,26
192,28
193,32
194,31
195,30
196,27
197,19
198,18
199,23
200,24
201,29
202,27
203,21
204,15
205,16
206,20
207,9
208,13
209,15
210,16
211,21
212,26
213,27
214,22
215,22
216,19
217,25
218,26
219,26
220,21
221,23
222,23
223,26
224,24
225,22
226,21
227,19
228,19
229,20
230,24
231,21
232,19
233,21
234,17
235,19
236,16
237,16
238,17
239,21
240,13
241,13
242,19
243,13
244,14
245,13
246,10
247,11
248,17
249,16
250,19
251,22
252,20
253,22
254,19
255,17
256,23
257,19
258,16
259,20
260,21
261,24
262,18
263,24
264,28
265,27
266,21
267,17
268,16
269,18
270,16
271,16
272,9
273,9
274,15
275,13
276,15
277,19
278,17
279,15
280,9
281,9
282,16
283,13
284,17
285,18
286,15
287,18
288,21
289,24
290,22
291,22
292,21
293,21
294,19
295,14
296,13
297,13
298,13
299,20
300,21
301,18
302,16
303,20
304,24
305,27
306,23
307,28
308,26
309,28
310,26
311,27
312,34
313,33
314,27
315,27
316,20
317,22
318,22
319,19
320,23
321,22
322,27
323,39
324,45
325,40
326,34
327,26
328,24
329,24
330,23
331,23
332,20
333,16
334,16
335,14
336,18
337,17
338,17
339,16
340,14
341,19
342,22
343,18
344,21
345,17
346,20
347,22
348,22
349,18
350,16
351,16
352,16
353,18
354,18
355,27
356,26
357,25
358,17
359,21
360,22
361,19
362,21
363,20
364,22
365,20
366,20
367,19
368,19
369,21
370,27
371,24
372,22
373,23
374,33
375,30
376,30
377,26
378,24
379,18
380,24
381,26
382,25
383,23
384,25
385,24
386,32
387,36
388,37
389,32
390,37
391,47
392,41
393,37
394,37
395,32
396,31
397,29
398,28
399,19
400,30
401,20
402,27
403,24
404,29
405,26
406,23
407,24
408,26
409,25
410,28
411,32
412,29
413,27
414,22
415,25
416,25
417,19
418,23
419,28
420,25
421,20
422,23
423,18
424,16
425,15
426,20
427,22
428,24
429,20
430,21
431,15
432,13
433,16
434,14
435,17
436,18
437,17
438,15
439,15
440,14
441,16
442,18
443,16
444,15
445,14
446,13
447,15
448,15
449,23
450,18
451,31
452,30
453,31
454,27
455,29
456,20
457,17
458,17
459,17
460,18
461,20
462,23
463,28
464,26
465,25
466,21
467,26
468,28
469,28
470,23
471,23
472,29
473,29
474,22
475,23
476,27
477,27
478,32
479,33
480,33
481,28
482,32
483,27
484,28
485,25
486,25
487,24
488,25
489,26
490,26
491,31
492,23
493,17
494,21
495,23
496,20
497,20
498,21
499,18
500,17
