,n_problematic_contacts
0,25
1,19
2,19
3,18
4,24
5,24
6,28
7,23
8,24
9,26
10,29
11,26
12,24
13,19
14,21
15,18
16,19
17,16
18,17
19,16
20,16
21,18
22,21
23,21
24,16
25,18
26,20
27,22
28,23
29,24
30,20
31,22
32,23
33,21
34,23
35,23
36,24
37,21
38,19
39,23
40,20
41,12
42,12
43,16
44,18
45,23
46,17
47,15
48,14
49,15
50,19
51,18
52,22
53,29
54,25
55,19
56,14
57,14
58,11
59,14
60,22
61,23
62,23
63,19
64,18
65,20
66,20
67,19
68,20
69,18
70,19
71,20
72,18
73,18
74,21
75,23
76,28
77,29
78,24
79,21
80,19
81,18
82,19
83,20
84,19
85,19
86,19
87,17
88,19
89,17
90,17
91,19
92,19
93,21
94,20
95,20
96,28
97,23
98,25
99,25
100,26
101,22
102,18
103,23
104,13
105,13
106,18
107,20
108,20
109,20
110,18
111,23
112,25
113,26
114,34
115,32
116,23
117,20
118,22
119,27
120,21
121,18
122,19
123,20
124,22
125,20
126,16
127,16
128,21
129,25
130,20
131,19
132,17
133,12
134,13
135,15
136,17
137,18
138,20
139,24
140,27
141,34
142,31
143,26
144,23
145,20
146,24
147,21
148,16
149,15
150,12
151,17
152,17
153,16
154,18
155,14
156,14
157,14
158,15
159,16
160,13
161,17
162,23
163,23
164,24
165,23
166,22
167,24
168,24
169,19
170,20
171,19
172,23
173,20
174,18
175,13
176,15
177,14
178,20
179,22
180,20
181,15
182,15
183,15
184,20
185,19
186,24
187,25
188,20
189,20
190,24
191,27
192,21
193,21
194,17
195,20
196,19
197,20
198,19
199,20
200,22
201,23
202,26
203,24
204,23
205,21
206,20
207,25
208,22
209,29
210,28
211,29
212,30
213,22
214,21
215,20
216,15
217,17
218,17
219,15
220,11
221,14
222,13
223,14
224,15
225,17
226,20
227,21
228,22
229,19
230,13
231,13
232,16
233,18
234,17
235,18
236,19
237,27
238,26
239,25
240,19
241,24
242,22
243,32
244,27
245,28
246,32
247,36
248,34
249,27
250,22
251,29
252,29
253,26
254,25
255,25
256,26
257,21
258,26
259,31
260,27
261,27
262,22
263,21
264,15
265,16
266,18
267,19
268,20
269,17
270,18
271,19
272,18
273,17
274,23
275,17
276,18
277,14
278,21
279,23
280,28
281,29
282,30
283,27
284,22
285,22
286,27
287,28
288,28
289,30
290,32
291,29
292,22
293,20
294,26
295,22
296,22
297,24
298,23
299,22
300,21
301,23
302,21
303,21
304,20
305,27
306,24
307,21
308,19
309,17
310,20
311,20
312,23
313,28
314,25
315,22
316,22
317,21
318,21
319,21
320,26
321,18
322,19
323,20
324,17
325,15
326,13
327,15
328,12
329,14
330,12
331,15
332,16
333,16
334,17
335,16
336,14
337,16
338,14
339,14
340,16
341,21
342,21
343,23
344,27
345,26
346,26
347,23
348,21
349,27
350,22
351,24
352,22
353,27
354,26
355,27
356,25
357,21
358,24
359,22
360,31
361,31
362,29
363,26
364,20
365,20
366,26
367,27
368,23
369,26
370,21
371,15
372,17
373,24
374,22
375,19
376,19
377,19
378,20
379,22
380,22
381,25
382,21
383,22
384,23
385,24
386,23
387,24
388,21
389,20
390,19
391,24
392,29
393,26
394,31
395,26
396,26
397,30
398,27
399,25
400,26
401,26
402,27
403,29
404,26
405,25
406,23
407,22
408,20
409,22
410,25
411,19
412,20
413,24
414,30
415,29
416,23
417,31
418,30
419,32
420,37
421,30
422,26
423,23
424,24
425,22
426,22
427,27
428,30
429,29
430,19
431,26
432,23
433,23
434,21
435,25
436,24
437,25
438,23
439,17
440,16
441,18
442,18
443,19
444,22
445,21
446,20
447,19
448,19
449,20
450,23
451,25
452,25
453,23
454,24
455,22
456,14
457,13
458,15
459,17
460,15
461,15
462,19
463,18
464,22
465,21
466,15
467,21
468,21
469,19
470,21
471,19
472,23
473,26
474,22
475,23
476,27
477,26
478,24
479,29
480,24
481,23
482,28
483,27
484,28
485,28
486,27
487,24
488,26
489,24
490,24
491,24
492,24
493,25
494,26
495,23
496,19
497,22
498,21
499,19
500,23
