,n_problematic_contacts
0,27
1,22
2,26
3,20
4,21
5,24
6,22
7,25
8,25
9,22
10,20
11,25
12,26
13,27
14,24
15,22
16,20
17,21
18,23
19,21
20,22
21,18
22,16
23,15
24,19
25,22
26,26
27,25
28,22
29,25
30,26
31,26
32,27
33,22
34,16
35,19
36,19
37,20
38,23
39,27
40,31
41,30
42,27
43,27
44,25
45,27
46,23
47,24
48,25
49,29
50,30
51,26
52,23
53,24
54,27
55,26
56,30
57,30
58,26
59,29
60,26
61,25
62,21
63,25
64,24
65,21
66,29
67,26
68,25
69,26
70,31
71,30
72,30
73,20
74,23
75,21
76,29
77,27
78,28
79,25
80,28
81,33
82,31
83,29
84,27
85,24
86,25
87,27
88,28
89,31
90,32
91,27
92,28
93,31
94,27
95,27
96,22
97,27
98,21
99,23
100,26
101,22
102,21
103,25
104,24
105,28
106,25
107,24
108,26
109,23
110,23
111,21
112,16
113,14
114,13
115,12
116,15
117,15
118,12
119,11
120,12
121,13
122,13
123,12
124,16
125,16
126,17
127,15
128,13
129,14
130,13
131,13
132,14
133,14
134,14
135,13
136,12
137,18
138,18
139,21
140,19
141,18
142,19
143,15
144,15
145,16
146,23
147,20
148,20
149,17
150,15
151,17
152,21
153,22
154,18
155,16
156,21
157,23
158,23
159,21
160,19
161,20
162,22
163,27
164,23
165,24
166,26
167,24
168,28
169,32
170,26
171,21
172,20
173,14
174,14
175,17
176,16
177,18
178,19
179,23
180,18
181,21
182,18
183,16
184,13
185,9
186,15
187,18
188,23
189,22
190,21
191,20
192,25
193,24
194,20
195,22
196,24
197,24
198,21
199,20
200,22
201,26
202,31
203,31
204,36
205,30
206,31
207,30
208,27
209,24
210,22
211,21
212,16
213,20
214,20
215,15
216,19
217,15
218,14
219,14
220,13
221,14
222,18
223,25
224,25
225,22
226,24
227,27
228,30
229,28
230,27
231,26
232,29
233,30
234,28
235,22
236,21
237,21
238,18
239,15
240,13
241,16
242,21
243,21
244,30
245,36
246,34
247,28
248,26
249,23
250,21
251,17
252,17
253,18
254,24
255,21
256,23
257,23
258,25
259,20
260,28
261,29
262,26
263,24
264,18
265,17
266,19
267,15
268,17
269,19
270,21
271,25
272,25
273,23
274,19
275,24
276,19
277,25
278,25
279,25
280,23
281,27
282,24
283,20
284,18
285,23
286,28
287,25
288,23
289,19
290,18
291,21
292,23
293,22
294,19
295,20
296,24
297,21
298,20
299,20
300,27
301,27
302,26
303,28
304,31
305,37
306,39
307,31
308,33
309,34
310,27
311,28
312,28
313,26
314,25
315,26
316,26
317,26
318,23
319,22
320,22
321,22
322,22
323,26
324,30
325,37
326,41
327,37
328,35
329,34
330,31
331,27
332,31
333,33
334,27
335,20
336,13
337,14
338,21
339,21
340,20
341,26
342,29
343,29
344,29
345,24
346,23
347,19
348,21
349,19
350,21
351,20
352,22
353,27
354,25
355,29
356,24
357,21
358,21
359,18
360,16
361,23
362,24
363,26
364,25
365,25
366,28
367,25
368,20
369,18
370,14
371,16
372,13
373,17
374,14
375,12
376,13
377,11
378,10
379,13
380,12
381,12
382,12
383,14
384,14
385,17
386,14
387,13
388,14
389,10
390,10
391,17
392,16
393,12
394,12
395,14
396,18
397,17
398,17
399,14
400,15
401,13
402,15
403,15
404,15
405,17
406,20
407,20
408,20
409,21
410,22
411,19
412,15
413,19
414,18
415,19
416,20
417,17
418,10
419,11
420,11
421,8
422,9
423,7
424,12
425,15
426,17
427,18
428,14
429,12
430,19
431,18
432,16
433,14
434,11
435,15
436,20
437,18
438,21
439,19
440,15
441,11
442,11
443,14
444,11
445,9
446,14
447,14
448,14
449,14
450,18
451,18
452,15
453,14
454,14
455,17
456,12
457,17
458,13
459,14
460,11
461,12
462,14
463,13
464,14
465,12
466,15
467,19
468,19
469,17
470,18
471,17
472,18
473,24
474,23
475,23
476,24
477,20
478,16
479,16
480,15
481,18
482,13
483,16
484,15
485,13
486,14
487,16
488,13
489,15
490,16
491,18
492,18
493,19
494,18
495,18
496,11
497,16
498,13
499,17
500,21
