,n_problematic_contacts
0,22
1,20
2,20
3,18
4,19
5,21
6,12
7,11
8,10
9,16
10,21
11,20
12,30
13,29
14,27
15,27
16,28
17,29
18,34
19,36
20,34
21,22
22,20
23,21
24,16
25,21
26,24
27,24
28,28
29,28
30,27
31,25
32,28
33,29
34,27
35,24
36,22
37,23
38,24
39,24
40,23
41,22
42,22
43,25
44,24
45,27
46,27
47,28
48,28
49,21
50,17
51,15
52,18
53,20
54,23
55,26
56,30
57,27
58,23
59,23
60,24
61,24
62,20
63,16
64,21
65,26
66,29
67,22
68,19
69,14
70,14
71,19
72,20
73,19
74,20
75,19
76,20
77,26
78,25
79,25
80,25
81,29
82,37
83,35
84,33
85,26
86,27
87,23
88,26
89,31
90,26
91,20
92,17
93,13
94,15
95,20
96,24
97,21
98,18
99,18
100,20
101,18
102,18
103,19
104,20
105,19
106,24
107,29
108,27
109,23
110,25
111,22
112,22
113,18
114,17
115,15
116,22
117,23
118,23
119,19
120,17
121,16
122,18
123,20
124,20
125,28
126,27
127,28
128,32
129,31
130,30
131,28
132,25
133,33
134,28
135,26
136,27
137,26
138,27
139,25
140,23
141,21
142,20
143,21
144,27
145,29
146,21
147,27
148,20
149,17
150,14
151,15
152,15
153,18
154,18
155,17
156,18
157,20
158,28
159,28
160,19
161,27
162,33
163,26
164,25
165,22
166,18
167,21
168,26
169,28
170,25
171,22
172,22
173,26
174,28
175,23
176,17
177,19
178,19
179,23
180,21
181,13
182,12
183,19
184,17
185,18
186,20
187,21
188,19
189,15
190,22
191,22
192,21
193,25
194,24
195,20
196,18
197,20
198,22
199,22
200,19
201,24
202,23
203,29
204,20
205,17
206,14
207,15
208,11
209,13
210,17
211,20
212,22
213,18
214,22
215,20
216,21
217,19
218,28
219,32
220,31
221,26
222,21
223,22
224,26
225,30
226,30
227,29
228,26
229,24
230,22
231,29
232,23
233,31
234,31
235,28
236,25
237,26
238,27
239,26
240,26
241,26
242,19
243,29
244,28
245,35
246,34
247,31
248,30
249,28
250,32
251,30
252,28
253,32
254,33
255,31
256,29
257,26
258,27
259,25
260,33
261,29
262,23
263,23
264,25
265,28
266,29
267,24
268,25
269,25
270,25
271,26
272,27
273,31
274,26
275,24
276,27
277,23
278,28
279,26
280,25
281,23
282,24
283,21
284,22
285,21
286,23
287,23
288,18
289,19
290,23
291,19
292,20
293,20
294,24
295,27
296,28
297,27
298,31
299,32
300,33
301,31
302,32
303,34
304,32
305,38
306,37
307,33
308,23
309,24
310,24
311,22
312,25
313,24
314,27
315,23
316,21
317,26
318,22
319,22
320,21
321,25
322,32
323,32
324,23
325,20
326,19
327,23
328,19
329,29
330,31
331,33
332,35
333,31
334,27
335,24
336,28
337,26
338,25
339,25
340,27
341,33
342,31
343,29
344,26
345,24
346,30
347,36
348,29
349,25
350,27
351,30
352,32
353,38
354,44
355,44
356,39
357,29
358,28
359,36
360,38
361,34
362,27
363,27
364,29
365,40
366,48
367,35
368,33
369,31
370,29
371,27
372,28
373,29
374,26
375,24
376,30
377,35
378,42
379,35
380,40
381,40
382,36
383,35
384,39
385,31
386,30
387,23
388,25
389,28
390,28
391,32
392,34
393,36
394,38
395,31
396,30
397,33
398,44
399,54
400,54
401,47
402,44
403,36
404,27
405,28
406,26
407,25
408,28
409,29
410,33
411,36
412,33
413,33
414,34
415,31
416,36
417,33
418,33
419,35
420,35
421,29
422,31
423,37
424,32
425,37
426,34
427,38
428,33
429,31
430,32
431,30
432,25
433,25
434,25
435,19
436,23
437,25
438,24
439,29
440,32
441,31
442,34
443,32
444,30
445,29
446,33
447,34
448,36
449,30
450,28
451,33
452,34
453,39
454,33
455,29
456,26
457,27
458,28
459,25
460,20
461,24
462,24
463,23
464,24
465,23
466,28
467,37
468,40
469,33
470,36
471,33
472,34
473,23
474,21
475,19
476,25
477,24
478,26
479,24
480,21
481,24
482,26
483,31
484,32
485,28
486,21
487,20
488,22
489,24
490,23
491,20
492,26
493,27
494,22
495,20
496,25
497,21
498,25
499,27
500,27
