,n_problematic_contacts
0,33
1,27
2,25
3,23
4,21
5,19
6,17
7,23
8,22
9,20
10,24
11,20
12,18
13,15
14,11
15,7
16,10
17,18
18,19
19,14
20,14
21,15
22,13
23,15
24,13
25,15
26,10
27,17
28,14
29,18
30,15
31,16
32,12
33,19
34,16
35,16
36,15
37,15
38,17
39,20
40,21
41,16
42,19
43,14
44,12
45,10
46,10
47,10
48,12
49,11
50,12
51,16
52,16
53,17
54,14
55,12
56,12
57,12
58,12
59,16
60,18
61,20
62,18
63,16
64,16
65,15
66,16
67,15
68,21
69,26
70,22
71,22
72,24
73,24
74,21
75,21
76,21
77,17
78,17
79,18
80,20
81,19
82,21
83,20
84,15
85,14
86,15
87,16
88,18
89,17
90,18
91,13
92,13
93,14
94,20
95,23
96,18
97,15
98,15
99,20
100,22
101,26
102,27
103,27
104,25
105,26
106,23
107,17
108,22
109,23
110,25
111,24
112,22
113,14
114,19
115,19
116,20
117,21
118,24
119,20
120,20
121,22
122,19
123,23
124,22
125,16
126,19
127,19
128,20
129,16
130,24
131,24
132,26
133,27
134,26
135,25
136,19
137,18
138,14
139,18
140,19
141,21
142,14
143,16
144,14
145,17
146,17
147,13
148,9
149,13
150,11
151,12
152,18
153,16
154,17
155,16
156,19
157,19
158,17
159,13
160,15
161,19
162,17
163,16
164,14
165,14
166,14
167,12
168,13
169,11
170,13
171,11
172,13
173,17
174,14
175,18
176,20
177,24
178,26
179,25
180,22
181,18
182,23
183,20
184,17
185,18
186,29
187,32
188,28
189,28
190,28
191,24
192,28
193,26
194,25
195,23
196,26
197,26
198,27
199,26
200,26
201,27
202,24
203,24
204,25
205,24
206,23
207,20
208,19
209,18
210,23
211,25
212,31
213,31
214,32
215,30
216,25
217,25
218,24
219,23
220,21
221,19
222,19
223,21
224,23
225,28
226,30
227,30
228,30
229,29
230,23
231,24
232,16
233,18
234,19
235,20
236,18
237,16
238,16
239,13
240,14
241,17
242,19
243,15
244,14
245,17
246,15
247,15
248,15
249,12
250,8
251,10
252,9
253,12
254,14
255,15
256,12
257,16
258,13
259,14
260,14
261,13
262,12
263,11
264,12
265,13
266,14
267,18
268,17
269,19
270,19
271,17
272,15
273,17
274,12
275,11
276,12
277,17
278,13
279,11
280,14
281,10
282,12
283,17
284,18
285,16
286,15
287,17
288,15
289,15
290,13
291,15
292,17
293,15
294,15
295,18
296,18
297,17
298,20
299,13
300,13
301,11
302,8
303,9
304,14
305,19
306,20
307,13
308,17
309,16
310,14
311,10
312,16
313,15
314,19
315,22
316,23
317,19
318,21
319,26
320,22
321,25
322,22
323,22
324,19
325,16
326,20
327,18
328,17
329,22
330,20
331,16
332,17
333,16
334,19
335,23
336,26
337,26
338,27
339,26
340,21
341,18
342,19
343,19
344,20
345,20
346,17
347,15
348,11
349,14
350,12
351,17
352,21
353,23
354,25
355,24
356,27
357,21
358,21
359,25
360,28
361,28
362,28
363,27
364,22
365,20
366,20
367,16
368,24
369,19
370,21
371,23
372,22
373,24
374,22
375,22
376,22
377,23
378,20
379,21
380,20
381,23
382,16
383,15
384,18
385,15
386,17
387,16
388,18
389,16
390,19
391,18
392,22
393,16
394,16
395,14
396,18
397,22
398,22
399,22
400,27
401,28
402,25
403,27
404,27
405,22
406,27
407,31
408,30
409,30
410,26
411,22
412,22
413,27
414,25
415,24
416,24
417,22
418,19
419,21
420,21
421,21
422,20
423,22
424,26
425,22
426,20
427,20
428,20
429,20
430,23
431,23
432,28
433,25
434,15
435,18
436,26
437,26
438,26
439,24
440,29
441,31
442,23
443,24
444,22
445,26
446,23
447,24
448,19
449,21
450,22
451,26
452,24
453,28
454,21
455,22
456,19
457,26
458,25
459,22
460,24
461,26
462,29
463,24
464,22
465,23
466,22
467,21
468,24
469,20
470,24
471,22
472,24
473,22
474,25
475,22
476,21
477,22
478,24
479,24
480,26
481,31
482,27
483,24
484,30
485,35
486,32
487,34
488,23
489,21
490,23
491,20
492,24
493,24
494,26
495,22
496,25
497,27
498,26
499,28
500,31
