,n_problematic_contacts
0,23
1,18
2,17
3,16
4,17
5,23
6,21
7,17
8,15
9,10
10,14
11,13
12,14
13,17
14,18
15,21
16,28
17,29
18,19
19,14
20,16
21,20
22,22
23,21
24,21
25,19
26,18
27,22
28,24
29,29
30,31
31,32
32,30
33,26
34,26
35,24
36,28
37,26
38,28
39,25
40,22
41,26
42,23
43,26
44,27
45,27
46,24
47,26
48,25
49,28
50,26
51,29
52,23
53,30
54,23
55,23
56,23
57,21
58,27
59,29
60,28
61,26
62,29
63,30
64,32
65,28
66,25
67,29
68,30
69,30
70,24
71,24
72,25
73,30
74,28
75,27
76,24
77,26
78,30
79,31
80,30
81,25
82,28
83,31
84,33
85,25
86,18
87,22
88,17
89,22
90,23
91,18
92,19
93,22
94,21
95,26
96,23
97,20
98,20
99,20
100,26
101,31
102,29
103,29
104,28
105,23
106,25
107,29
108,26
109,29
110,26
111,22
112,24
113,29
114,25
115,22
116,17
117,19
118,19
119,20
120,21
121,19
122,26
123,29
124,26
125,28
126,30
127,33
128,25
129,20
130,17
131,17
132,17
133,14
134,14
135,19
136,18
137,22
138,21
139,26
140,20
141,15
142,18
143,20
144,20
145,19
146,23
147,18
148,22
149,20
150,24
151,20
152,23
153,17
154,15
155,16
156,24
157,28
158,24
159,24
160,21
161,22
162,21
163,20
164,18
165,21
166,19
167,16
168,17
169,19
170,16
171,16
172,14
173,15
174,11
175,12
176,14
177,18
178,23
179,16
180,15
181,18
182,19
183,20
184,17
185,16
186,14
187,15
188,14
189,12
190,16
191,14
192,13
193,17
194,15
195,17
196,20
197,25
198,27
199,28
200,25
201,26
202,25
203,26
204,30
205,36
206,31
207,28
208,30
209,36
210,29
211,28
212,31
213,37
214,36
215,34
216,34
217,34
218,34
219,33
220,35
221,33
222,29
223,33
224,34
225,27
226,23
227,22
228,20
229,21
230,15
231,16
232,18
233,20
234,22
235,22
236,18
237,19
238,17
239,16
240,14
241,17
242,18
243,23
244,20
245,15
246,10
247,13
248,12
249,18
250,21
251,23
252,20
253,20
254,21
255,20
256,17
257,19
258,19
259,17
260,19
261,22
262,24
263,25
264,23
265,26
266,26
267,26
268,28
269,21
270,24
271,27
272,27
273,21
274,24
275,26
276,24
277,26
278,29
279,28
280,25
281,27
282,28
283,29
284,27
285,25
286,30
287,34
288,26
289,25
290,24
291,21
292,22
293,21
294,18
295,17
296,19
297,20
298,22
299,23
300,22
301,22
302,25
303,31
304,32
305,28
306,28
307,27
308,25
309,20
310,29
311,28
312,28
313,30
314,23
315,27
316,22
317,20
318,20
319,15
320,16
321,18
322,19
323,21
324,24
325,18
326,24
327,21
328,27
329,24
330,28
331,23
332,23
333,18
334,25
335,23
336,18
337,14
338,17
339,17
340,16
341,18
342,16
343,20
344,25
345,21
346,21
347,24
348,24
349,26
350,24
351,27
352,22
353,21
354,24
355,30
356,32
357,28
358,21
359,20
360,25
361,27
362,29
363,21
364,31
365,24
366,22
367,22
368,23
369,21
370,22
371,20
372,22
373,22
374,21
375,24
376,25
377,20
378,22
379,22
380,22
381,24
382,19
383,23
384,24
385,26
386,28
387,27
388,24
389,23
390,26
391,26
392,27
393,28
394,23
395,23
396,17
397,18
398,22
399,18
400,21
401,23
402,23
403,18
404,18
405,26
406,29
407,30
408,23
409,21
410,24
411,20
412,24
413,26
414,27
415,21
416,16
417,18
418,25
419,29
420,20
421,18
422,21
423,20
424,22
425,29
426,30
427,26
428,28
429,27
430,26
431,29
432,28
433,28
434,24
435,23
436,22
437,25
438,17
439,15
440,21
441,23
442,23
443,19
444,13
445,13
446,15
447,12
448,16
449,19
450,16
451,18
452,17
453,18
454,19
455,18
456,17
457,16
458,16
459,8
460,15
461,23
462,26
463,25
464,27
465,24
466,19
467,22
468,17
469,14
470,16
471,16
472,18
473,23
474,22
475,20
476,18
477,22
478,21
479,24
480,25
481,20
482,26
483,20
484,20
485,22
486,17
487,19
488,22
489,21
490,18
491,17
492,22
493,21
494,14
495,18
496,23
497,20
498,19
499,19
500,19
