,n_problematic_contacts
0,24
1,25
2,23
3,20
4,14
5,14
6,6
7,6
8,12
9,10
10,11
11,13
12,15
13,18
14,15
15,14
16,17
17,15
18,18
19,19
20,19
21,25
22,28
23,25
24,24
25,25
26,24
27,28
28,23
29,22
30,25
31,25
32,29
33,24
34,25
35,22
36,22
37,20
38,18
39,17
40,16
41,18
42,18
43,20
44,18
45,16
46,19
47,20
48,17
49,14
50,17
51,16
52,19
53,22
54,23
55,22
56,20
57,21
58,19
59,17
60,22
61,22
62,22
63,23
64,21
65,19
66,12
67,19
68,21
69,31
70,32
71,31
72,28
73,26
74,27
75,20
76,21
77,18
78,15
79,17
80,18
81,17
82,20
83,24
84,22
85,26
86,24
87,21
88,20
89,21
90,20
91,21
92,26
93,28
94,22
95,23
96,24
97,27
98,23
99,18
100,19
101,21
102,25
103,21
104,23
105,21
106,27
107,29
108,26
109,32
110,32
111,34
112,28
113,28
114,26
115,25
116,26
117,21
118,21
119,23
120,17
121,20
122,18
123,22
124,18
125,21
126,23
127,22
128,25
129,22
130,22
131,21
132,19
133,19
134,20
135,22
136,21
137,22
138,21
139,23
140,25
141,30
142,24
143,24
144,28
145,26
146,28
147,25
148,22
149,21
150,20
151,20
152,17
153,15
154,19
155,22
156,22
157,17
158,15
159,27
160,18
161,16
162,18
163,20
164,17
165,18
166,17
167,18
168,17
169,16
170,17
171,18
172,16
173,13
174,12
175,16
176,15
177,11
178,12
179,16
180,21
181,17
182,16
183,22
184,19
185,22
186,22
187,20
188,20
189,22
190,15
191,16
192,15
193,15
194,18
195,17
196,16
197,14
198,20
199,17
200,17
201,14
202,12
203,17
204,16
205,14
206,12
207,14
208,16
209,15
210,11
211,9
212,13
213,14
214,13
215,14
216,13
217,12
218,11
219,8
220,12
221,12
222,18
223,13
224,16
225,17
226,17
227,14
228,13
229,13
230,10
231,9
232,10
233,11
234,12
235,14
236,19
237,27
238,25
239,28
240,25
241,22
242,23
243,22
244,20
245,18
246,16
247,18
248,20
249,18
250,21
251,17
252,15
253,19
254,27
255,20
256,21
257,22
258,23
259,17
260,19
261,16
262,16
263,17
264,16
265,14
266,15
267,13
268,14
269,14
270,13
271,16
272,15
273,18
274,16
275,15
276,17
277,12
278,14
279,19
280,21
281,21
282,22
283,23
284,22
285,23
286,21
287,18
288,24
289,22
290,23
291,24
292,20
293,18
294,22
295,18
296,19
297,18
298,17
299,16
300,19
301,15
302,15
303,20
304,21
305,17
306,20
307,17
308,16
309,16
310,21
311,20
312,22
313,23
314,21
315,21
316,17
317,21
318,15
319,13
320,19
321,17
322,23
323,19
324,18
325,15
326,14
327,13
328,14
329,15
330,17
331,19
332,22
333,20
334,19
335,15
336,13
337,17
338,17
339,18
340,13
341,14
342,18
343,14
344,17
345,16
346,14
347,16
348,17
349,15
350,15
351,17
352,19
353,22
354,16
355,15
356,16
357,13
358,18
359,21
360,25
361,23
362,18
363,20
364,17
365,19
366,23
367,22
368,23
369,23
370,25
371,26
372,23
373,23
374,25
375,24
376,27
377,23
378,27
379,32
380,28
381,33
382,26
383,22
384,21
385,23
386,19
387,19
388,20
389,18
390,17
391,15
392,15
393,14
394,13
395,13
396,14
397,17
398,16
399,15
400,16
401,17
402,20
403,22
404,24
405,20
406,25
407,24
408,19
409,17
410,15
411,13
412,17
413,19
414,14
415,15
416,16
417,17
418,16
419,15
420,17
421,16
422,17
423,15
424,12
425,13
426,12
427,11
428,11
429,8
430,8
431,15
432,15
433,14
434,15
435,17
436,23
437,20
438,15
439,13
440,9
441,13
442,15
443,15
444,17
445,16
446,14
447,11
448,16
449,13
450,14
451,12
452,10
453,11
454,16
455,17
456,24
457,26
458,31
459,30
460,20
461,20
462,20
463,21
464,26
465,23
466,23
467,24
468,20
469,18
470,16
471,11
472,19
473,26
474,25
475,28
476,27
477,28
478,33
479,25
480,26
481,27
482,25
483,20
484,20
485,19
486,19
487,23
488,24
489,21
490,22
491,23
492,24
493,21
494,19
495,16
496,19
497,25
498,27
499,30
500,32
