,n_problematic_contacts
0,23
1,20
2,20
3,17
4,19
5,18
6,17
7,19
8,18
9,19
10,17
11,20
12,22
13,21
14,20
15,21
16,25
17,24
18,28
19,21
20,18
21,19
22,15
23,19
24,17
25,19
26,24
27,27
28,25
29,22
30,27
31,27
32,29
33,22
34,28
35,28
36,25
37,24
38,25
39,30
40,27
41,30
42,25
43,30
44,26
45,23
46,24
47,27
48,27
49,26
50,29
51,24
52,19
53,19
54,19
55,22
56,24
57,30
58,30
59,28
60,27
61,31
62,30
63,25
64,25
65,24
66,28
67,27
68,22
69,30
70,30
71,28
72,23
73,29
74,23
75,24
76,23
77,27
78,27
79,24
80,21
81,25
82,28
83,26
84,26
85,25
86,31
87,27
88,25
89,25
90,25
91,24
92,27
93,31
94,22
95,22
96,20
97,20
98,22
99,23
100,28
101,33
102,38
103,35
104,31
105,30
106,29
107,29
108,30
109,25
110,22
111,24
112,23
113,24
114,23
115,32
116,35
117,33
118,35
119,33
120,30
121,22
122,23
123,17
124,15
125,19
126,24
127,24
128,21
129,18
130,16
131,15
132,15
133,14
134,17
135,13
136,11
137,12
138,12
139,18
140,25
141,23
142,23
143,22
144,21
145,20
146,24
147,19
148,18
149,19
150,17
151,12
152,19
153,22
154,25
155,31
156,32
157,27
158,25
159,28
160,28
161,28
162,35
163,38
164,35
165,37
166,35
167,34
168,31
169,29
170,34
171,33
172,30
173,25
174,22
175,22
176,23
177,25
178,24
179,23
180,26
181,24
182,25
183,26
184,29
185,29
186,27
187,26
188,28
189,28
190,27
191,27
192,30
193,29
194,27
195,22
196,22
197,32
198,35
199,35
200,34
201,33
202,31
203,32
204,30
205,31
206,27
207,24
208,21
209,17
210,18
211,20
212,22
213,18
214,24
215,20
216,23
217,20
218,21
219,23
220,21
221,19
222,18
223,18
224,14
225,19
226,17
227,17
228,23
229,21
230,24
231,25
232,23
233,20
234,21
235,23
236,22
237,21
238,26
239,30
240,31
241,26
242,23
243,26
244,23
245,22
246,21
247,29
248,33
249,23
250,24
251,22
252,19
253,19
254,19
255,25
256,22
257,21
258,21
259,18
260,23
261,25
262,25
263,29
264,33
265,35
266,31
267,25
268,26
269,21
270,21
271,20
272,20
273,24
274,24
275,29
276,33
277,28
278,26
279,23
280,23
281,24
282,28
283,24
284,25
285,25
286,23
287,25
288,21
289,24
290,22
291,25
292,25
293,25
294,31
295,38
296,38
297,39
298,28
299,27
300,31
301,36
302,33
303,33
304,40
305,39
306,41
307,31
308,26
309,24
310,24
311,26
312,30
313,30
314,27
315,26
316,26
317,32
318,29
319,31
320,27
321,29
322,35
323,31
324,33
325,29
326,29
327,32
328,36
329,39
330,42
331,34
332,23
333,20
334,19
335,20
336,23
337,23
338,24
339,23
340,21
341,23
342,20
343,24
344,24
345,20
346,20
347,18
348,26
349,29
350,33
351,32
352,24
353,24
354,22
355,21
356,26
357,29
358,29
359,30
360,27
361,24
362,23
363,25
364,26
365,30
366,31
367,27
368,28
369,25
370,27
371,29
372,31
373,33
374,34
375,33
376,33
377,33
378,29
379,25
380,29
381,24
382,20
383,14
384,19
385,21
386,29
387,28
388,32
389,33
390,36
391,33
392,32
393,36
394,34
395,29
396,26
397,31
398,31
399,38
400,38
401,38
402,33
403,31
404,38
405,33
406,36
407,38
408,35
409,35
410,37
411,34
412,32
413,34
414,39
415,46
416,46
417,41
418,39
419,27
420,26
421,26
422,25
423,31
424,30
425,25
426,27
427,32
428,32
429,32
430,30
431,36
432,33
433,32
434,34
435,27
436,25
437,22
438,28
439,26
440,28
441,29
442,28
443,29
444,31
445,30
446,25
447,21
448,21
449,20
450,22
451,25
452,27
453,25
454,24
455,25
456,21
457,26
458,28
459,23
460,21
461,20
462,24
463,20
464,22
465,21
466,18
467,23
468,26
469,21
470,32
471,32
472,32
473,37
474,38
475,33
476,33
477,32
478,29
479,29
480,32
481,30
482,31
483,30
484,29
485,30
486,30
487,34
488,30
489,36
490,40
491,37
492,31
493,32
494,29
495,29
496,28
497,24
498,24
499,26
500,27
