,n_problematic_contacts
0,23
1,17
2,19
3,14
4,16
5,13
6,20
7,19
8,24
9,24
10,21
11,20
12,19
13,18
14,23
15,21
16,18
17,20
18,18
19,15
20,13
21,14
22,14
23,14
24,19
25,19
26,13
27,14
28,16
29,14
30,15
31,17
32,16
33,18
34,19
35,18
36,17
37,18
38,20
39,19
40,23
41,26
42,24
43,25
44,21
45,24
46,21
47,22
48,18
49,17
50,20
51,16
52,17
53,19
54,18
55,19
56,20
57,21
58,24
59,22
60,17
61,16
62,17
63,17
64,13
65,17
66,25
67,29
68,29
69,25
70,24
71,26
72,31
73,27
74,30
75,27
76,25
77,25
78,29
79,29
80,31
81,26
82,23
83,24
84,28
85,28
86,24
87,20
88,19
89,24
90,25
91,24
92,25
93,19
94,20
95,19
96,22
97,15
98,14
99,16
100,12
101,18
102,19
103,18
104,22
105,21
106,20
107,18
108,18
109,17
110,21
111,17
112,19
113,18
114,19
115,19
116,15
117,23
118,15
119,17
120,20
121,21
122,21
123,21
124,25
125,25
126,23
127,25
128,30
129,33
130,33
131,30
132,35
133,40
134,46
135,43
136,41
137,31
138,29
139,30
140,30
141,30
142,28
143,28
144,32
145,31
146,29
147,31
148,36
149,34
150,30
151,31
152,28
153,21
154,21
155,22
156,29
157,23
158,22
159,23
160,27
161,28
162,25
163,25
164,24
165,21
166,25
167,28
168,28
169,22
170,24
171,23
172,26
173,32
174,35
175,33
176,30
177,30
178,29
179,28
180,27
181,27
182,27
183,30
184,32
185,30
186,32
187,34
188,28
189,22
190,27
191,26
192,31
193,29
194,33
195,39
196,44
197,42
198,48
199,41
200,35
201,26
202,29
203,28
204,25
205,25
206,30
207,31
208,31
209,29
210,29
211,27
212,31
213,24
214,23
215,27
216,33
217,27
218,29
219,22
220,19
221,24
222,27
223,25
224,28
225,23
226,28
227,20
228,19
229,17
230,13
231,17
232,15
233,19
234,25
235,27
236,21
237,23
238,23
239,19
240,16
241,14
242,13
243,14
244,15
245,14
246,16
247,15
248,20
249,22
250,26
251,26
252,28
253,25
254,25
255,24
256,23
257,18
258,20
259,23
260,24
261,21
262,22
263,20
264,20
265,23
266,17
267,17
268,18
269,21
270,21
271,24
272,24
273,28
274,21
275,21
276,17
277,15
278,17
279,18
280,18
281,18
282,21
283,18
284,21
285,22
286,27
287,22
288,22
289,17
290,16
291,24
292,19
293,18
294,19
295,21
296,15
297,12
298,13
299,19
300,22
301,15
302,19
303,18
304,22
305,21
306,18
307,19
308,18
309,15
310,15
311,16
312,20
313,22
314,18
315,16
316,19
317,16
318,16
319,10
320,16
321,15
322,15
323,16
324,18
325,19
326,20
327,23
328,20
329,21
330,23
331,27
332,32
333,29
334,29
335,20
336,19
337,21
338,26
339,23
340,26
341,29
342,27
343,27
344,26
345,23
346,24
347,19
348,18
349,19
350,19
351,25
352,26
353,19
354,20
355,24
356,24
357,24
358,24
359,24
360,27
361,25
362,25
363,25
364,23
365,23
366,28
367,31
368,30
369,29
370,25
371,22
372,23
373,22
374,27
375,28
376,28
377,32
378,32
379,34
380,31
381,36
382,32
383,29
384,27
385,27
386,32
387,30
388,28
389,31
390,31
391,29
392,28
393,29
394,28
395,30
396,26
397,27
398,30
399,31
400,20
401,24
402,21
403,19
404,22
405,21
406,29
407,26
408,25
409,24
410,25
411,26
412,25
413,18
414,19
415,16
416,16
417,20
418,23
419,22
420,23
421,20
422,22
423,19
424,23
425,30
426,26
427,27
428,29
429,27
430,25
431,25
432,17
433,20
434,22
435,20
436,20
437,19
438,19
439,18
440,17
441,14
442,21
443,20
444,20
445,22
446,23
447,20
448,18
449,20
450,24
451,22
452,22
453,25
454,21
455,22
456,33
457,35
458,37
459,36
460,35
461,31
462,32
463,25
464,24
465,25
466,24
467,25
468,28
469,28
470,28
471,30
472,30
473,37
474,47
475,46
476,45
477,38
478,38
479,45
480,38
481,34
482,35
483,36
484,42
485,37
486,35
487,33
488,32
489,29
490,29
491,23
492,23
493,20
494,24
495,21
496,29
497,28
498,26
499,26
500,26
