,n_problematic_contacts
0,29
1,23
2,22
3,20
4,20
5,18
6,18
7,15
8,18
9,17
10,19
11,18
12,15
13,22
14,17
15,19
16,20
17,17
18,23
19,25
20,21
21,19
22,17
23,13
24,16
25,20
26,22
27,30
28,29
29,27
30,27
31,21
32,25
33,24
34,23
35,27
36,33
37,28
38,31
39,35
40,37
41,31
42,29
43,30
44,29
45,20
46,22
47,29
48,33
49,26
50,32
51,32
52,33
53,23
54,21
55,24
56,22
57,24
58,23
59,21
60,21
61,26
62,22
63,25
64,16
65,19
66,21
67,22
68,21
69,26
70,21
71,26
72,25
73,22
74,22
75,15
76,15
77,20
78,14
79,17
80,20
81,12
82,15
83,15
84,19
85,20
86,22
87,22
88,19
89,22
90,19
91,24
92,27
93,29
94,31
95,30
96,30
97,35
98,35
99,36
100,28
101,28
102,25
103,27
104,25
105,26
106,29
107,28
108,39
109,37
110,40
111,30
112,31
113,26
114,20
115,26
116,26
117,29
118,30
119,24
120,23
121,25
122,28
123,28
124,28
125,21
126,26
127,25
128,30
129,28
130,23
131,24
132,21
133,17
134,19
135,18
136,19
137,15
138,21
139,21
140,24
141,27
142,26
143,32
144,35
145,44
146,36
147,28
148,21
149,21
150,22
151,20
152,22
153,20
154,20
155,19
156,18
157,19
158,20
159,23
160,20
161,19
162,22
163,19
164,20
165,18
166,19
167,16
168,18
169,20
170,27
171,27
172,24
173,21
174,19
175,20
176,24
177,25
178,22
179,30
180,33
181,31
182,26
183,22
184,20
185,27
186,28
187,35
188,41
189,32
190,27
191,22
192,26
193,25
194,24
195,24
196,20
197,18
198,14
199,11
200,20
201,23
202,26
203,26
204,19
205,23
206,18
207,20
208,17
209,22
210,28
211,25
212,27
213,26
214,25
215,20
216,20
217,22
218,23
219,25
220,32
221,28
222,27
223,19
224,20
225,23
226,20
227,19
228,19
229,20
230,18
231,22
232,19
233,16
234,11
235,14
236,17
237,20
238,16
239,15
240,18
241,18
242,17
243,19
244,13
245,15
246,17
247,19
248,16
249,17
250,17
251,22
252,18
253,19
254,20
255,21
256,15
257,15
258,15
259,20
260,21
261,23
262,20
263,21
264,25
265,23
266,23
267,27
268,24
269,25
270,24
271,25
272,24
273,23
274,25
275,20
276,18
277,19
278,21
279,21
280,19
281,21
282,16
283,19
284,21
285,23
286,27
287,26
288,23
289,19
290,20
291,21
292,17
293,17
294,17
295,13
296,15
297,15
298,17
299,20
300,22
301,24
302,22
303,17
304,22
305,23
306,23
307,19
308,16
309,17
310,17
311,14
312,17
313,19
314,17
315,14
316,15
317,18
318,16
319,24
320,20
321,19
322,19
323,23
324,25
325,25
326,25
327,22
328,19
329,15
330,19
331,21
332,14
333,15
334,17
335,27
336,26
337,26
338,22
339,19
340,22
341,17
342,14
343,16
344,14
345,16
346,14
347,14
348,16
349,22
350,25
351,28
352,30
353,25
354,24
355,20
356,20
357,24
358,24
359,23
360,19
361,14
362,14
363,15
364,15
365,14
366,23
367,21
368,28
369,28
370,25
371,28
372,29
373,32
374,33
375,36
376,33
377,28
378,34
379,30
380,28
381,34
382,35
383,29
384,27
385,25
386,23
387,21
388,22
389,19
390,21
391,22
392,18
393,15
394,10
395,15
396,19
397,23
398,28
399,25
400,24
401,22
402,16
403,19
404,18
405,19
406,19
407,16
408,18
409,22
410,16
411,15
412,12
413,13
414,11
415,11
416,16
417,19
418,16
419,16
420,16
421,13
422,13
423,17
424,15
425,17
426,17
427,15
428,12
429,12
430,8
431,16
432,17
433,18
434,25
435,23
436,23
437,25
438,20
439,20
440,17
441,17
442,14
443,11
444,14
445,10
446,13
447,14
448,18
449,20
450,15
451,20
452,19
453,18
454,15
455,17
456,18
457,13
458,10
459,12
460,14
461,13
462,13
463,17
464,13
465,15
466,14
467,11
468,13
469,14
470,12
471,11
472,17
473,19
474,19
475,15
476,9
477,14
478,15
479,15
480,14
481,11
482,13
483,12
484,11
485,13
486,16
487,16
488,17
489,18
490,16
491,21
492,19
493,22
494,20
495,16
496,20
497,17
498,16
499,20
500,18
