,n_problematic_contacts
0,25
1,21
2,19
3,20
4,17
5,18
6,20
7,22
8,23
9,20
10,18
11,19
12,19
13,25
14,30
15,29
16,28
17,36
18,39
19,42
20,32
21,36
22,33
23,35
24,34
25,32
26,34
27,39
28,33
29,33
30,37
31,39
32,32
33,38
34,36
35,32
36,29
37,29
38,32
39,39
40,43
41,40
42,45
43,48
44,38
45,39
46,47
47,54
48,45
49,39
50,38
51,35
52,39
53,39
54,27
55,33
56,33
57,27
58,22
59,22
60,26
61,25
62,29
63,32
64,30
65,27
66,28
67,27
68,31
69,29
70,24
71,18
72,17
73,16
74,14
75,19
76,26
77,24
78,19
79,17
80,20
81,23
82,22
83,27
84,27
85,26
86,28
87,28
88,29
89,37
90,37
91,37
92,34
93,28
94,21
95,21
96,19
97,17
98,21
99,18
100,19
101,20
102,20
103,17
104,17
105,15
106,19
107,17
108,23
109,22
110,28
111,24
112,25
113,20
114,21
115,23
116,22
117,20
118,21
119,20
120,19
121,19
122,21
123,16
124,22
125,23
126,23
127,23
128,25
129,23
130,19
131,21
132,22
133,27
134,24
135,21
136,23
137,27
138,30
139,27
140,25
141,24
142,23
143,24
144,25
145,26
146,25
147,17
148,16
149,19
150,21
151,24
152,21
153,19
154,25
155,25
156,24
157,21
158,20
159,17
160,17
161,23
162,20
163,19
164,21
165,19
166,24
167,30
168,29
169,28
170,24
171,27
172,25
173,21
174,23
175,19
176,22
177,22
178,29
179,26
180,22
181,25
182,21
183,15
184,16
185,10
186,15
187,18
188,19
189,25
190,26
191,23
192,27
193,29
194,24
195,22
196,23
197,17
198,19
199,19
200,26
201,21
202,27
203,23
204,25
205,21
206,24
207,19
208,18
209,15
210,14
211,16
212,15
213,23
214,21
215,19
216,19
217,19
218,22
219,17
220,16
221,16
222,13
223,12
224,16
225,17
226,22
227,21
228,20
229,20
230,17
231,13
232,17
233,20
234,21
235,24
236,23
237,21
238,21
239,21
240,17
241,17
242,29
243,23
244,21
245,24
246,29
247,26
248,26
249,33
250,26
251,22
252,27
253,22
254,32
255,27
256,23
257,23
258,23
259,24
260,21
261,17
262,18
263,19
264,19
265,20
266,16
267,18
268,20
269,21
270,28
271,31
272,25
273,27
274,22
275,20
276,25
277,24
278,22
279,22
280,24
281,20
282,18
283,27
284,27
285,26
286,26
287,32
288,33
289,35
290,33
291,30
292,28
293,36
294,38
295,36
296,41
297,38
298,41
299,36
300,39
301,37
302,32
303,32
304,33
305,28
306,25
307,26
308,29
309,22
310,22
311,23
312,25
313,21
314,23
315,30
316,31
317,25
318,28
319,32
320,35
321,39
322,37
323,38
324,37
325,30
326,31
327,28
328,28
329,26
330,23
331,19
332,22
333,17
334,20
335,25
336,28
337,29
338,31
339,30
340,33
341,33
342,27
343,30
344,32
345,29
346,30
347,27
348,28
349,32
350,30
351,33
352,38
353,38
354,32
355,33
356,27
357,24
358,23
359,27
360,29
361,27
362,21
363,23
364,22
365,22
366,21
367,19
368,18
369,22
370,24
371,22
372,24
373,26
374,27
375,25
376,25
377,25
378,23
379,20
380,19
381,25
382,22
383,26
384,26
385,21
386,16
387,16
388,19
389,22
390,21
391,20
392,19
393,19
394,18
395,21
396,24
397,27
398,27
399,22
400,22
401,27
402,26
403,26
404,23
405,28
406,32
407,27
408,31
409,25
410,26
411,24
412,23
413,28
414,25
415,27
416,25
417,24
418,25
419,25
420,25
421,19
422,26
423,33
424,37
425,32
426,36
427,36
428,33
429,31
430,29
431,27
432,27
433,21
434,20
435,23
436,27
437,32
438,33
439,28
440,28
441,25
442,21
443,24
444,24
445,24
446,27
447,22
448,20
449,24
450,31
451,39
452,36
453,32
454,32
455,27
456,30
457,36
458,37
459,34
460,25
461,23
462,23
463,28
464,25
465,24
466,22
467,18
468,16
469,21
470,21
471,22
472,23
473,24
474,24
475,25
476,22
477,21
478,22
479,28
480,27
481,22
482,24
483,23
484,22
485,20
486,21
487,25
488,25
489,28
490,29
491,29
492,29
493,27
494,21
495,20
496,18
497,19
498,20
499,23
500,24
