,n_problematic_contacts
0,25
1,20
2,17
3,16
4,19
5,14
6,18
7,19
8,22
9,20
10,18
11,17
12,23
13,25
14,29
15,27
16,31
17,32
18,20
19,18
20,20
21,19
22,20
23,21
24,21
25,22
26,25
27,25
28,27
29,21
30,26
31,25
32,29
33,40
34,39
35,40
36,42
37,46
38,42
39,37
40,39
41,39
42,39
43,34
44,29
45,29
46,23
47,22
48,22
49,27
50,30
51,21
52,20
53,27
54,22
55,26
56,30
57,25
58,26
59,24
60,25
61,28
62,20
63,16
64,21
65,22
66,28
67,30
68,28
69,31
70,26
71,26
72,29
73,24
74,25
75,22
76,27
77,30
78,30
79,32
80,28
81,30
82,29
83,23
84,22
85,20
86,20
87,23
88,19
89,21
90,14
91,14
92,17
93,28
94,29
95,24
96,20
97,20
98,20
99,15
100,12
101,16
102,17
103,20
104,21
105,21
106,23
107,22
108,18
109,18
110,17
111,17
112,17
113,11
114,10
115,13
116,15
117,16
118,17
119,16
120,19
121,17
122,19
123,16
124,13
125,16
126,22
127,24
128,25
129,23
130,23
131,22
132,22
133,20
134,19
135,23
136,21
137,17
138,14
139,14
140,17
141,19
142,16
143,13
144,14
145,18
146,16
147,17
148,15
149,19
150,22
151,23
152,19
153,20
154,21
155,25
156,24
157,22
158,25
159,25
160,23
161,23
162,22
163,21
164,14
165,17
166,16
167,25
168,24
169,23
170,26
171,22
172,23
173,23
174,22
175,19
176,18
177,19
178,17
179,17
180,15
181,14
182,13
183,10
184,14
185,10
186,13
187,13
188,16
189,14
190,15
191,15
192,10
193,9
194,10
195,9
196,13
197,10
198,14
199,16
200,15
201,17
202,17
203,18
204,19
205,16
206,18
207,13
208,13
209,16
210,22
211,18
212,20
213,16
214,16
215,20
216,23
217,24
218,31
219,31
220,29
221,33
222,31
223,28
224,26
225,22
226,20
227,19
228,19
229,21
230,27
231,30
232,29
233,28
234,23
235,26
236,21
237,23
238,21
239,22
240,19
241,23
242,25
243,23
244,23
245,25
246,25
247,26
248,23
249,20
250,20
251,19
252,18
253,17
254,18
255,20
256,18
257,20
258,14
259,14
260,19
261,16
262,14
263,12
264,10
265,11
266,16
267,11
268,18
269,13
270,12
271,12
272,13
273,18
274,21
275,23
276,18
277,19
278,21
279,25
280,32
281,26
282,22
283,15
284,14
285,14
286,12
287,13
288,11
289,14
290,15
291,17
292,16
293,17
294,18
295,21
296,20
297,17
298,19
299,18
300,18
301,13
302,11
303,11
304,15
305,11
306,13
307,14
308,13
309,17
310,24
311,17
312,17
313,13
314,13
315,9
316,10
317,16
318,15
319,15
320,14
321,13
322,14
323,17
324,11
325,14
326,17
327,17
328,18
329,16
330,13
331,9
332,6
333,14
334,16
335,18
336,14
337,13
338,12
339,15
340,20
341,22
342,25
343,21
344,21
345,22
346,16
347,25
348,30
349,25
350,22
351,24
352,24
353,25
354,24
355,28
356,23
357,30
358,35
359,38
360,31
361,31
362,24
363,27
364,27
365,28
366,34
367,40
368,40
369,38
370,38
371,29
372,28
373,26
374,21
375,23
376,24
377,27
378,33
379,36
380,35
381,36
382,34
383,29
384,30
385,27
386,27
387,25
388,23
389,18
390,28
391,22
392,27
393,27
394,33
395,23
396,23
397,31
398,31
399,31
400,25
401,27
402,26
403,27
404,19
405,25
406,23
407,25
408,21
409,16
410,19
411,18
412,16
413,14
414,17
415,19
416,21
417,21
418,17
419,19
420,18
421,16
422,16
423,16
424,16
425,14
426,15
427,18
428,18
429,14
430,15
431,20
432,18
433,17
434,15
435,16
436,17
437,21
438,21
439,18
440,24
441,26
442,26
443,23
444,29
445,26
446,26
447,25
448,19
449,14
450,17
451,16
452,18
453,20
454,21
455,16
456,10
457,14
458,12
459,15
460,15
461,15
462,19
463,17
464,20
465,24
466,26
467,23
468,24
469,24
470,20
471,15
472,16
473,11
474,9
475,6
476,8
477,14
478,20
479,17
480,15
481,11
482,13
483,16
484,19
485,24
486,26
487,25
488,17
489,14
490,15
491,14
492,14
493,12
494,13
495,11
496,13
497,14
498,16
499,20
500,19
