,n_problematic_contacts
0,26
1,21
2,21
3,23
4,20
5,22
6,23
7,26
8,23
9,21
10,25
11,21
12,27
13,21
14,19
15,21
16,20
17,23
18,28
19,25
20,26
21,18
22,21
23,24
24,24
25,23
26,27
27,28
28,22
29,22
30,17
31,20
32,20
33,15
34,22
35,19
36,26
37,27
38,22
39,24
40,17
41,15
42,17
43,21
44,22
45,26
46,28
47,26
48,23
49,24
50,20
51,14
52,12
53,17
54,23
55,33
56,35
57,30
58,26
59,21
60,23
61,17
62,17
63,19
64,22
65,19
66,17
67,18
68,13
69,15
70,18
71,14
72,14
73,16
74,14
75,18
76,19
77,25
78,25
79,24
80,24
81,25
82,24
83,28
84,22
85,20
86,19
87,18
88,23
89,25
90,32
91,34
92,31
93,30
94,30
95,35
96,26
97,29
98,29
99,30
100,33
101,35
102,31
103,24
104,20
105,19
106,20
107,19
108,15
109,18
110,13
111,13
112,19
113,23
114,21
115,22
116,23
117,19
118,25
119,21
120,21
121,21
122,25
123,22
124,27
125,21
126,15
127,14
128,17
129,14
130,13
131,14
132,11
133,20
134,20
135,19
136,23
137,27
138,23
139,22
140,24
141,20
142,26
143,21
144,17
145,15
146,18
147,14
148,16
149,22
150,22
151,18
152,17
153,13
154,10
155,12
156,9
157,11
158,12
159,18
160,20
161,24
162,23
163,19
164,22
165,27
166,21
167,25
168,23
169,20
170,25
171,19
172,22
173,21
174,23
175,24
176,22
177,23
178,18
179,17
180,17
181,18
182,18
183,14
184,17
185,18
186,19
187,20
188,16
189,22
190,14
191,19
192,22
193,21
194,15
195,18
196,16
197,16
198,15
199,19
200,20
201,13
202,16
203,15
204,16
205,15
206,18
207,25
208,23
209,20
210,20
211,21
212,16
213,18
214,17
215,16
216,13
217,18
218,20
219,19
220,19
221,15
222,20
223,19
224,20
225,21
226,20
227,17
228,14
229,16
230,18
231,21
232,25
233,19
234,13
235,19
236,18
237,20
238,14
239,16
240,18
241,23
242,23
243,24
244,26
245,30
246,34
247,24
248,26
249,25
250,20
251,17
252,19
253,16
254,18
255,16
256,12
257,13
258,15
259,22
260,22
261,18
262,16
263,13
264,19
265,20
266,19
267,14
268,14
269,16
270,18
271,14
272,15
273,17
274,24
275,20
276,20
277,25
278,24
279,23
280,28
281,28
282,27
283,25
284,21
285,24
286,22
287,22
288,18
289,13
290,14
291,16
292,17
293,19
294,24
295,19
296,19
297,18
298,14
299,13
300,20
301,25
302,21
303,21
304,19
305,17
306,22
307,24
308,26
309,20
310,21
311,23
312,29
313,22
314,23
315,22
316,26
317,27
318,28
319,34
320,34
321,39
322,34
323,29
324,30
325,27
326,29
327,29
328,26
329,32
330,33
331,31
332,35
333,28
334,27
335,25
336,26
337,30
338,26
339,23
340,28
341,29
342,27
343,32
344,28
345,25
346,21
347,21
348,21
349,15
350,18
351,19
352,21
353,19
354,21
355,16
356,19
357,22
358,23
359,19
360,17
361,15
362,12
363,12
364,14
365,18
366,15
367,13
368,17
369,22
370,25
371,25
372,19
373,17
374,22
375,24
376,18
377,19
378,19
379,15
380,23
381,19
382,22
383,21
384,17
385,21
386,19
387,23
388,24
389,20
390,19
391,25
392,23
393,21
394,24
395,32
396,31
397,33
398,28
399,26
400,22
401,18
402,17
403,17
404,18
405,19
406,18
407,13
408,16
409,21
410,26
411,29
412,25
413,27
414,24
415,23
416,20
417,21
418,27
419,33
420,30
421,25
422,24
423,25
424,27
425,26
426,23
427,26
428,29
429,20
430,21
431,22
432,23
433,25
434,16
435,16
436,12
437,14
438,18
439,22
440,21
441,20
442,17
443,15
444,14
445,12
446,15
447,13
448,16
449,18
450,27
451,23
452,24
453,26
454,20
455,29
456,32
457,27
458,29
459,26
460,24
461,26
462,26
463,24
464,24
465,21
466,23
467,20
468,18
469,19
470,21
471,26
472,28
473,27
474,24
475,24
476,28
477,27
478,33
479,30
480,37
481,31
482,31
483,29
484,27
485,28
486,33
487,28
488,25
489,26
490,25
491,24
492,24
493,22
494,30
495,30
496,28
497,25
498,23
499,21
500,22
