,n_problematic_contacts
0,22
1,16
2,8
3,8
4,7
5,6
6,6
7,10
8,7
9,9
10,8
11,8
12,6
13,6
14,9
15,17
16,17
17,17
18,16
19,13
20,13
21,12
22,14
23,17
24,20
25,16
26,19
27,25
28,24
29,26
30,29
31,28
32,25
33,21
34,26
35,21
36,25
37,21
38,27
39,21
40,23
41,24
42,25
43,23
44,28
45,31
46,25
47,26
48,24
49,31
50,31
51,32
52,29
53,30
54,27
55,30
56,26
57,26
58,27
59,27
60,28
61,28
62,33
63,30
64,28
65,37
66,31
67,34
68,38
69,34
70,33
71,27
72,26
73,32
74,34
75,22
76,15
77,15
78,20
79,24
80,25
81,24
82,25
83,28
84,25
85,25
86,27
87,31
88,27
89,28
90,24
91,27
92,27
93,31
94,31
95,32
96,30
97,23
98,19
99,24
100,20
101,19
102,21
103,19
104,16
105,18
106,20
107,18
108,19
109,22
110,27
111,30
112,27
113,21
114,23
115,25
116,21
117,24
118,20
119,16
120,12
121,13
122,16
123,19
124,17
125,20
126,18
127,17
128,16
129,15
130,18
131,19
132,20
133,20
134,17
135,16
136,16
137,13
138,9
139,11
140,15
141,19
142,20
143,20
144,18
145,19
146,18
147,19
148,17
149,18
150,19
151,23
152,25
153,27
154,27
155,31
156,33
157,25
158,23
159,26
160,21
161,26
162,22
163,26
164,20
165,19
166,17
167,17
168,14
169,15
170,16
171,12
172,15
173,16
174,18
175,18
176,13
177,14
178,16
179,10
180,11
181,12
182,14
183,14
184,12
185,16
186,19
187,19
188,22
189,22
190,18
191,16
192,16
193,16
194,15
195,12
196,18
197,19
198,19
199,18
200,18
201,22
202,20
203,14
204,12
205,9
206,13
207,15
208,15
209,11
210,12
211,18
212,20
213,20
214,15
215,17
216,19
217,24
218,30
219,26
220,25
221,24
222,26
223,24
224,20
225,26
226,27
227,23
228,26
229,22
230,25
231,18
232,22
233,22
234,21
235,19
236,18
237,16
238,16
239,13
240,11
241,11
242,15
243,13
244,16
245,17
246,17
247,17
248,18
249,19
250,19
251,20
252,16
253,16
254,15
255,18
256,17
257,18
258,21
259,20
260,18
261,12
262,18
263,9
264,10
265,17
266,20
267,23
268,24
269,25
270,26
271,26
272,26
273,30
274,30
275,29
276,25
277,24
278,21
279,16
280,15
281,17
282,23
283,25
284,22
285,26
286,27
287,32
288,31
289,31
290,32
291,32
292,30
293,22
294,19
295,23
296,20
297,27
298,24
299,31
300,27
301,29
302,35
303,31
304,32
305,32
306,27
307,26
308,25
309,28
310,26
311,27
312,20
313,18
314,19
315,19
316,24
317,28
318,25
319,20
320,19
321,21
322,19
323,19
324,23
325,25
326,28
327,28
328,29
329,29
330,30
331,33
332,32
333,25
334,23
335,21
336,32
337,34
338,28
339,25
340,24
341,22
342,21
343,21
344,23
345,28
346,27
347,21
348,20
349,18
350,18
351,17
352,17
353,19
354,21
355,25
356,20
357,16
358,19
359,18
360,20
361,23
362,23
363,30
364,22
365,19
366,21
367,26
368,30
369,26
370,22
371,26
372,29
373,36
374,30
375,27
376,25
377,25
378,23
379,18
380,14
381,14
382,14
383,25
384,29
385,26
386,20
387,19
388,20
389,22
390,21
391,17
392,16
393,15
394,18
395,21
396,24
397,26
398,27
399,27
400,29
401,20
402,23
403,20
404,19
405,22
406,24
407,26
408,27
409,25
410,24
411,22
412,26
413,23
414,22
415,22
416,22
417,19
418,19
419,24
420,24
421,26
422,26
423,22
424,24
425,27
426,32
427,29
428,25
429,19
430,17
431,28
432,27
433,29
434,25
435,24
436,23
437,29
438,28
439,30
440,29
441,28
442,30
443,22
444,21
445,20
446,20
447,21
448,17
449,11
450,16
451,20
452,31
453,33
454,26
455,28
456,24
457,29
458,21
459,17
460,15
461,12
462,13
463,16
464,22
465,20
466,26
467,19
468,19
469,18
470,26
471,26
472,24
473,27
474,24
475,27
476,29
477,31
478,29
479,27
480,29
481,28
482,33
483,36
484,34
485,36
486,35
487,35
488,25
489,26
490,20
491,18
492,21
493,25
494,25
495,22
496,17
497,19
498,17
499,21
500,28
