,n_problematic_contacts
0,2
1,1
2,0
3,0
4,0
5,0
6,0
7,1
8,2
9,2
10,1
11,1
12,0
13,0
14,0
15,0
16,1
17,1
18,2
19,3
20,3
21,3
22,2
23,2
24,2
25,1
26,1
27,1
28,1
29,1
30,3
31,3
32,3
33,4
34,3
35,4
36,2
37,2
38,2
39,1
40,2
41,1
42,3
43,3
44,3
45,3
46,2
47,2
48,2
49,2
50,3
51,2
52,3
53,3
54,1
55,3
56,5
57,4
58,5
59,8
60,4
61,4
62,4
63,5
64,4
65,4
66,6
67,6
68,9
69,10
70,10
71,6
72,7
73,6
74,5
75,5
76,4
77,4
78,5
79,5
80,2
81,1
82,1
83,3
84,5
85,6
86,5
87,2
88,2
89,1
90,3
91,2
92,2
93,2
94,2
95,2
96,2
97,1
98,1
99,2
100,2
101,1
102,0
103,1
104,8
105,7
106,5
107,2
108,3
109,3
110,2
111,2
112,1
113,2
114,1
115,1
116,1
117,2
118,2
119,4
120,2
121,2
122,1
123,3
124,2
125,3
126,4
127,4
128,4
129,3
130,3
131,5
132,6
133,6
134,5
135,5
136,5
137,8
138,8
139,5
140,3
141,3
142,2
143,3
144,4
145,5
146,2
147,3
148,4
149,5
150,3
151,3
152,3
153,1
154,2
155,2
156,2
157,1
158,1
159,2
160,3
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,1
169,0
170,2
171,2
172,2
173,2
174,3
175,2
176,3
177,2
178,1
179,2
180,2
181,3
182,3
183,3
184,4
185,3
186,3
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,5
195,5
196,6
197,3
198,4
199,3
200,2
201,2
202,2
203,4
204,5
205,5
206,5
207,3
208,3
209,4
210,5
211,4
212,4
213,1
214,5
215,4
216,3
217,3
218,4
219,4
220,3
221,1
222,2
223,2
224,2
225,3
226,2
227,2
228,2
229,1
230,0
231,0
232,0
233,1
234,2
235,2
236,3
237,3
238,4
239,3
240,2
241,5
242,4
243,8
244,6
245,7
246,8
247,6
248,5
249,6
250,5
251,5
252,6
253,4
254,2
255,2
256,3
257,3
258,1
259,1
260,2
261,2
262,1
263,2
264,2
265,2
266,1
267,2
268,2
269,3
270,4
271,4
272,3
273,4
274,3
275,2
276,1
277,2
278,3
279,2
280,2
281,3
282,5
283,4
284,3
285,3
286,3
287,2
288,1
289,2
290,2
291,0
292,1
293,2
294,2
295,3
296,2
297,2
298,3
299,3
300,2
301,1
302,1
303,4
304,2
305,2
306,1
307,1
308,2
309,2
310,3
311,2
312,4
313,4
314,4
315,3
316,3
317,1
318,1
319,2
320,3
321,2
322,1
323,1
324,2
325,3
326,5
327,6
328,5
329,3
330,3
331,2
332,2
333,1
334,1
335,3
336,3
337,3
338,2
339,2
340,2
341,4
342,3
343,1
344,2
345,2
346,2
347,1
348,0
349,0
350,0
351,1
352,1
353,2
354,2
355,4
356,3
357,3
358,4
359,7
360,9
361,7
362,4
363,0
364,3
365,3
366,3
367,2
368,3
369,3
370,4
371,4
372,3
373,3
374,3
375,4
376,7
377,3
378,3
379,4
380,3
381,2
382,3
383,3
384,4
385,5
386,5
387,4
388,4
389,3
390,3
391,3
392,3
393,2
394,1
395,6
396,6
397,6
398,5
399,3
400,3
401,3
402,2
403,2
404,2
405,2
406,1
407,2
408,1
409,2
410,1
411,0
412,0
413,2
414,2
415,3
416,3
417,3
418,5
419,5
420,2
421,3
422,5
423,5
424,5
425,3
426,4
427,3
428,3
429,4
430,3
431,3
432,2
433,4
434,5
435,4
436,3
437,3
438,3
439,4
440,3
441,4
442,3
443,3
444,2
445,3
446,3
447,4
448,5
449,5
450,4
451,3
452,2
453,2
454,3
455,3
456,4
457,4
458,2
459,4
460,4
461,3
462,3
463,6
464,5
465,7
466,6
467,4
468,3
469,2
470,3
471,3
472,3
473,3
474,3
475,3
476,2
477,2
478,2
479,2
480,5
481,5
482,5
483,4
484,1
485,2
486,2
487,2
488,2
489,2
490,3
491,2
492,3
493,3
494,2
495,2
496,0
497,0
498,1
499,1
500,0
