,n_problematic_contacts
0,6
1,4
2,4
3,4
4,4
5,7
6,6
7,4
8,5
9,4
10,4
11,4
12,4
13,5
14,5
15,5
16,6
17,6
18,5
19,6
20,5
21,3
22,2
23,2
24,2
25,4
26,3
27,3
28,3
29,3
30,3
31,3
32,4
33,3
34,4
35,4
36,1
37,1
38,1
39,1
40,1
41,2
42,2
43,1
44,0
45,0
46,0
47,0
48,1
49,0
50,0
51,1
52,0
53,1
54,2
55,2
56,2
57,3
58,2
59,2
60,0
61,0
62,0
63,0
64,0
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,2
74,3
75,4
76,2
77,3
78,4
79,2
80,1
81,2
82,1
83,2
84,0
85,0
86,0
87,3
88,4
89,3
90,1
91,2
92,4
93,3
94,3
95,1
96,2
97,1
98,2
99,1
100,3
101,3
102,4
103,2
104,2
105,2
106,1
107,0
108,1
109,3
110,4
111,3
112,2
113,1
114,1
115,1
116,2
117,1
118,2
119,1
120,2
121,2
122,1
123,0
124,0
125,0
126,0
127,0
128,1
129,4
130,2
131,2
132,4
133,4
134,4
135,5
136,3
137,2
138,1
139,1
140,1
141,1
142,0
143,1
144,0
145,1
146,1
147,1
148,3
149,2
150,1
151,2
152,0
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,2
161,1
162,2
163,0
164,0
165,1
166,0
167,0
168,0
169,1
170,2
171,2
172,1
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,1
182,1
183,2
184,2
185,2
186,1
187,4
188,2
189,1
190,0
191,0
192,1
193,1
194,0
195,0
196,0
197,1
198,1
199,1
200,1
201,0
202,0
203,0
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,2
217,2
218,3
219,3
220,2
221,1
222,0
223,1
224,2
225,0
226,1
227,0
228,0
229,0
230,0
231,0
232,3
233,3
234,3
235,3
236,3
237,1
238,0
239,1
240,1
241,2
242,2
243,1
244,0
245,0
246,1
247,1
248,1
249,1
250,0
251,0
252,0
253,0
254,1
255,0
256,0
257,0
258,2
259,2
260,3
261,1
262,0
263,0
264,1
265,0
266,3
267,3
268,2
269,2
270,1
271,1
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,3
281,4
282,3
283,2
284,1
285,0
286,0
287,1
288,1
289,1
290,0
291,1
292,1
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,2
345,0
346,0
347,1
348,0
349,1
350,1
351,0
352,0
353,0
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,1
362,2
363,1
364,1
365,1
366,2
367,2
368,2
369,1
370,0
371,0
372,0
373,0
374,0
375,1
376,1
377,2
378,2
379,1
380,1
381,1
382,1
383,1
384,1
385,4
386,4
387,4
388,3
389,4
390,4
391,1
392,3
393,3
394,3
395,2
396,3
397,3
398,3
399,2
400,3
401,3
402,3
403,2
404,2
405,2
406,3
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,0
423,0
424,1
425,1
426,0
427,0
428,0
429,0
430,0
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,1
449,1
450,3
451,3
452,2
453,1
454,2
455,1
456,2
457,4
458,2
459,0
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,2
475,3
476,3
477,3
478,2
479,2
480,0
481,0
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,2
491,2
492,2
493,3
494,0
495,0
496,0
497,1
498,1
499,2
500,3
