,n_problematic_contacts
0,27
1,18
2,23
3,23
4,16
5,17
6,16
7,15
8,16
9,16
10,11
11,10
12,9
13,7
14,14
15,15
16,14
17,19
18,21
19,15
20,14
21,19
22,18
23,24
24,27
25,23
26,26
27,24
28,27
29,26
30,27
31,31
32,29
33,28
34,33
35,28
36,25
37,25
38,27
39,35
40,29
41,28
42,27
43,25
44,31
45,29
46,24
47,30
48,28
49,25
50,25
51,22
52,23
53,25
54,21
55,21
56,19
57,21
58,22
59,23
60,22
61,26
62,30
63,34
64,32
65,31
66,30
67,29
68,29
69,21
70,19
71,23
72,23
73,22
74,27
75,25
76,24
77,20
78,16
79,13
80,19
81,15
82,23
83,27
84,28
85,32
86,31
87,33
88,32
89,26
90,23
91,22
92,23
93,29
94,20
95,23
96,26
97,18
98,20
99,22
100,22
101,21
102,18
103,16
104,18
105,19
106,20
107,26
108,24
109,28
110,27
111,27
112,26
113,25
114,19
115,20
116,19
117,17
118,23
119,23
120,23
121,24
122,18
123,20
124,19
125,20
126,19
127,20
128,20
129,22
130,24
131,27
132,24
133,25
134,26
135,31
136,32
137,28
138,21
139,22
140,24
141,30
142,30
143,28
144,24
145,19
146,19
147,19
148,18
149,17
150,15
151,18
152,16
153,12
154,13
155,17
156,12
157,10
158,12
159,18
160,17
161,17
162,22
163,18
164,17
165,28
166,24
167,24
168,33
169,29
170,23
171,19
172,18
173,21
174,16
175,14
176,23
177,19
178,13
179,12
180,15
181,12
182,12
183,16
184,14
185,21
186,20
187,25
188,21
189,16
190,16
191,15
192,12
193,14
194,12
195,13
196,15
197,20
198,18
199,22
200,19
201,18
202,10
203,10
204,15
205,14
206,17
207,16
208,12
209,15
210,18
211,21
212,21
213,20
214,19
215,17
216,16
217,19
218,24
219,25
220,22
221,18
222,23
223,17
224,24
225,20
226,21
227,20
228,17
229,19
230,17
231,17
232,18
233,16
234,14
235,17
236,21
237,17
238,16
239,19
240,20
241,17
242,22
243,17
244,15
245,12
246,15
247,14
248,11
249,15
250,18
251,17
252,15
253,14
254,14
255,14
256,12
257,11
258,12
259,15
260,19
261,17
262,14
263,17
264,19
265,18
266,18
267,16
268,20
269,22
270,25
271,26
272,24
273,25
274,33
275,30
276,27
277,30
278,33
279,33
280,33
281,23
282,22
283,24
284,22
285,23
286,14
287,16
288,16
289,16
290,17
291,18
292,18
293,21
294,17
295,16
296,17
297,20
298,20
299,23
300,24
301,22
302,18
303,20
304,18
305,15
306,20
307,18
308,20
309,16
310,13
311,15
312,16
313,17
314,25
315,30
316,29
317,28
318,24
319,22
320,24
321,23
322,23
323,22
324,25
325,24
326,27
327,24
328,21
329,24
330,24
331,22
332,18
333,14
334,16
335,17
336,18
337,20
338,18
339,21
340,18
341,23
342,31
343,29
344,28
345,28
346,25
347,19
348,17
349,16
350,18
351,13
352,12
353,11
354,12
355,13
356,16
357,13
358,16
359,14
360,17
361,17
362,20
363,18
364,22
365,24
366,24
367,22
368,20
369,25
370,26
371,27
372,28
373,25
374,23
375,27
376,27
377,28
378,26
379,21
380,22
381,13
382,22
383,18
384,19
385,18
386,18
387,21
388,25
389,20
390,27
391,32
392,28
393,26
394,26
395,26
396,25
397,24
398,20
399,22
400,21
401,20
402,19
403,22
404,16
405,19
406,20
407,22
408,23
409,29
410,28
411,32
412,31
413,27
414,20
415,21
416,24
417,18
418,17
419,18
420,16
421,18
422,20
423,24
424,26
425,20
426,20
427,25
428,23
429,16
430,23
431,23
432,19
433,18
434,18
435,15
436,10
437,13
438,19
439,22
440,17
441,18
442,16
443,17
444,17
445,15
446,14
447,19
448,16
449,19
450,16
451,19
452,19
453,20
454,22
455,23
456,19
457,24
458,23
459,26
460,28
461,23
462,24
463,20
464,25
465,20
466,19
467,21
468,22
469,14
470,16
471,16
472,17
473,15
474,16
475,20
476,13
477,15
478,12
479,13
480,16
481,18
482,17
483,14
484,14
485,14
486,12
487,13
488,16
489,18
490,19
491,22
492,26
493,27
494,27
495,23
496,22
497,24
498,23
499,17
500,19
