,n_problematic_contacts
0,23
1,19
2,17
3,10
4,10
5,10
6,7
7,12
8,12
9,10
10,15
11,17
12,19
13,20
14,17
15,21
16,22
17,23
18,20
19,24
20,24
21,16
22,21
23,15
24,18
25,21
26,20
27,24
28,23
29,23
30,27
31,40
32,31
33,29
34,32
35,35
36,39
37,40
38,28
39,27
40,29
41,28
42,36
43,40
44,35
45,33
46,29
47,29
48,32
49,32
50,33
51,38
52,44
53,42
54,43
55,35
56,24
57,23
58,26
59,25
60,28
61,22
62,25
63,19
64,23
65,20
66,21
67,24
68,29
69,26
70,24
71,24
72,22
73,21
74,24
75,28
76,26
77,21
78,20
79,23
80,26
81,27
82,29
83,33
84,28
85,24
86,20
87,23
88,29
89,28
90,29
91,34
92,41
93,48
94,46
95,41
96,39
97,43
98,34
99,39
100,45
101,52
102,47
103,45
104,36
105,31
106,30
107,29
108,27
109,23
110,23
111,24
112,22
113,26
114,28
115,33
116,30
117,30
118,21
119,25
120,20
121,22
122,23
123,25
124,30
125,26
126,23
127,21
128,21
129,22
130,22
131,23
132,22
133,18
134,26
135,26
136,30
137,31
138,28
139,22
140,24
141,21
142,25
143,21
144,21
145,22
146,19
147,21
148,20
149,22
150,17
151,16
152,15
153,15
154,20
155,20
156,25
157,24
158,21
159,24
160,25
161,27
162,30
163,23
164,23
165,25
166,23
167,21
168,18
169,16
170,18
171,15
172,16
173,18
174,20
175,15
176,22
177,23
178,21
179,23
180,25
181,24
182,22
183,17
184,17
185,17
186,18
187,20
188,16
189,16
190,15
191,12
192,11
193,16
194,23
195,22
196,29
197,31
198,31
199,27
200,27
201,29
202,24
203,20
204,22
205,23
206,26
207,27
208,22
209,21
210,23
211,29
212,20
213,20
214,22
215,25
216,31
217,26
218,21
219,21
220,21
221,22
222,25
223,22
224,21
225,20
226,25
227,25
228,27
229,26
230,26
231,23
232,23
233,28
234,31
235,25
236,23
237,20
238,19
239,18
240,17
241,21
242,26
243,20
244,20
245,19
246,21
247,18
248,25
249,31
250,29
251,35
252,30
253,29
254,34
255,30
256,32
257,36
258,38
259,33
260,29
261,33
262,31
263,26
264,25
265,20
266,22
267,24
268,25
269,24
270,28
271,24
272,27
273,25
274,24
275,28
276,22
277,27
278,21
279,27
280,25
281,18
282,21
283,19
284,22
285,19
286,18
287,17
288,19
289,21
290,27
291,24
292,26
293,23
294,26
295,22
296,23
297,23
298,22
299,22
300,25
301,28
302,31
303,28
304,27
305,21
306,18
307,23
308,28
309,25
310,26
311,25
312,21
313,21
314,18
315,19
316,18
317,22
318,23
319,18
320,23
321,23
322,26
323,26
324,25
325,25
326,23
327,24
328,22
329,21
330,26
331,24
332,23
333,27
334,30
335,27
336,28
337,33
338,24
339,18
340,17
341,13
342,17
343,18
344,19
345,23
346,22
347,23
348,29
349,38
350,36
351,33
352,36
353,39
354,38
355,29
356,32
357,30
358,27
359,31
360,33
361,32
362,28
363,32
364,34
365,34
366,36
367,33
368,27
369,29
370,29
371,36
372,44
373,40
374,30
375,23
376,25
377,27
378,26
379,25
380,29
381,27
382,30
383,34
384,35
385,36
386,38
387,34
388,34
389,33
390,28
391,26
392,20
393,21
394,18
395,24
396,29
397,30
398,36
399,31
400,33
401,39
402,41
403,38
404,35
405,35
406,31
407,34
408,34
409,37
410,33
411,33
412,26
413,31
414,35
415,45
416,38
417,33
418,26
419,25
420,28
421,29
422,26
423,26
424,23
425,24
426,30
427,24
428,21
429,25
430,20
431,23
432,29
433,34
434,29
435,23
436,21
437,21
438,26
439,20
440,17
441,18
442,20
443,18
444,18
445,18
446,17
447,21
448,22
449,22
450,21
451,25
452,27
453,23
454,20
455,23
456,25
457,23
458,19
459,18
460,18
461,18
462,24
463,26
464,26
465,23
466,21
467,19
468,21
469,27
470,26
471,32
472,35
473,37
474,38
475,36
476,32
477,37
478,33
479,29
480,31
481,25
482,29
483,27
484,31
485,25
486,24
487,21
488,18
489,17
490,19
491,19
492,16
493,14
494,15
495,17
496,16
497,19
498,19
499,22
500,20
