,n_problematic_contacts
0,26
1,18
2,16
3,12
4,10
5,10
6,10
7,15
8,17
9,10
10,16
11,15
12,13
13,14
14,14
15,15
16,17
17,20
18,17
19,21
20,18
21,18
22,15
23,23
24,22
25,26
26,23
27,28
28,22
29,25
30,25
31,28
32,34
33,35
34,36
35,29
36,29
37,30
38,31
39,32
40,34
41,34
42,36
43,36
44,43
45,39
46,32
47,28
48,30
49,28
50,23
51,20
52,20
53,20
54,27
55,29
56,28
57,26
58,32
59,22
60,22
61,17
62,22
63,25
64,27
65,27
66,28
67,28
68,29
69,35
70,27
71,28
72,26
73,26
74,18
75,17
76,21
77,23
78,20
79,25
80,27
81,29
82,29
83,23
84,28
85,25
86,26
87,24
88,24
89,24
90,25
91,30
92,31
93,31
94,34
95,34
96,26
97,24
98,29
99,27
100,27
101,26
102,24
103,22
104,21
105,18
106,20
107,19
108,19
109,17
110,16
111,18
112,18
113,16
114,14
115,17
116,17
117,18
118,16
119,15
120,17
121,19
122,16
123,15
124,13
125,15
126,15
127,12
128,11
129,13
130,15
131,14
132,13
133,10
134,10
135,10
136,12
137,12
138,16
139,15
140,11
141,15
142,12
143,16
144,18
145,12
146,19
147,22
148,22
149,22
150,26
151,23
152,19
153,15
154,18
155,21
156,22
157,16
158,15
159,22
160,29
161,30
162,27
163,28
164,23
165,19
166,17
167,19
168,20
169,23
170,24
171,19
172,19
173,17
174,23
175,20
176,18
177,18
178,21
179,22
180,30
181,33
182,29
183,30
184,33
185,34
186,32
187,25
188,21
189,20
190,19
191,18
192,18
193,13
194,13
195,13
196,15
197,17
198,18
199,15
200,14
201,14
202,15
203,16
204,18
205,20
206,24
207,23
208,17
209,14
210,19
211,16
212,19
213,17
214,18
215,20
216,20
217,22
218,17
219,12
220,16
221,11
222,12
223,11
224,12
225,11
226,11
227,9
228,9
229,12
230,11
231,11
232,9
233,12
234,14
235,17
236,12
237,18
238,16
239,15
240,17
241,20
242,19
243,22
244,20
245,19
246,26
247,30
248,23
249,21
250,26
251,26
252,25
253,22
254,22
255,24
256,25
257,21
258,19
259,16
260,17
261,18
262,16
263,20
264,12
265,12
266,18
267,19
268,17
269,17
270,21
271,21
272,26
273,28
274,22
275,20
276,20
277,17
278,16
279,17
280,14
281,18
282,18
283,21
284,23
285,18
286,21
287,26
288,28
289,19
290,22
291,22
292,22
293,18
294,15
295,19
296,16
297,20
298,22
299,23
300,20
301,19
302,26
303,22
304,19
305,18
306,18
307,18
308,20
309,16
310,14
311,10
312,9
313,11
314,13
315,9
316,14
317,16
318,11
319,13
320,14
321,13
322,13
323,14
324,18
325,23
326,21
327,22
328,21
329,19
330,18
331,14
332,17
333,17
334,16
335,15
336,16
337,16
338,16
339,16
340,18
341,19
342,17
343,17
344,19
345,18
346,21
347,21
348,18
349,18
350,20
351,20
352,22
353,24
354,28
355,31
356,31
357,32
358,36
359,30
360,32
361,28
362,26
363,24
364,21
365,17
366,15
367,11
368,14
369,13
370,14
371,15
372,16
373,16
374,18
375,22
376,24
377,21
378,20
379,18
380,15
381,16
382,18
383,18
384,18
385,21
386,22
387,23
388,22
389,25
390,28
391,17
392,21
393,20
394,28
395,22
396,25
397,21
398,19
399,24
400,26
401,24
402,23
403,26
404,27
405,29
406,27
407,29
408,29
409,28
410,23
411,20
412,20
413,11
414,9
415,13
416,18
417,24
418,22
419,22
420,18
421,24
422,26
423,27
424,27
425,25
426,32
427,35
428,32
429,33
430,21
431,25
432,22
433,19
434,24
435,22
436,21
437,24
438,24
439,31
440,24
441,20
442,25
443,24
444,28
445,28
446,26
447,25
448,29
449,29
450,22
451,18
452,19
453,18
454,16
455,19
456,15
457,13
458,17
459,14
460,13
461,12
462,12
463,11
464,10
465,10
466,12
467,10
468,12
469,13
470,13
471,13
472,13
473,16
474,14
475,11
476,13
477,14
478,11
479,15
480,12
481,14
482,17
483,16
484,18
485,14
486,12
487,11
488,14
489,18
490,21
491,22
492,22
493,21
494,21
495,21
496,22
497,20
498,20
499,21
500,20
