,n_problematic_contacts
0,29
1,22
2,18
3,17
4,13
5,14
6,11
7,10
8,9
9,9
10,11
11,17
12,16
13,14
14,9
15,11
16,11
17,10
18,10
19,14
20,15
21,17
22,17
23,16
24,15
25,17
26,17
27,18
28,18
29,15
30,17
31,17
32,14
33,14
34,16
35,21
36,20
37,19
38,21
39,17
40,19
41,19
42,17
43,19
44,22
45,23
46,22
47,23
48,25
49,29
50,25
51,19
52,17
53,15
54,11
55,16
56,18
57,19
58,18
59,10
60,16
61,15
62,14
63,13
64,13
65,12
66,10
67,10
68,12
69,16
70,17
71,15
72,11
73,15
74,15
75,13
76,14
77,16
78,13
79,15
80,19
81,25
82,23
83,21
84,23
85,28
86,21
87,25
88,27
89,20
90,21
91,27
92,25
93,25
94,25
95,22
96,23
97,22
98,17
99,19
100,21
101,17
102,16
103,16
104,16
105,20
106,17
107,21
108,20
109,19
110,18
111,19
112,22
113,27
114,28
115,21
116,17
117,23
118,25
119,26
120,22
121,25
122,21
123,23
124,20
125,15
126,17
127,19
128,25
129,22
130,21
131,24
132,21
133,20
134,23
135,24
136,29
137,23
138,24
139,22
140,23
141,24
142,28
143,28
144,23
145,21
146,24
147,23
148,25
149,23
150,24
151,23
152,26
153,29
154,26
155,30
156,31
157,37
158,41
159,35
160,31
161,22
162,19
163,20
164,21
165,22
166,27
167,30
168,26
169,24
170,16
171,19
172,26
173,21
174,25
175,21
176,22
177,20
178,23
179,25
180,27
181,25
182,18
183,19
184,22
185,21
186,33
187,22
188,23
189,23
190,23
191,21
192,23
193,14
194,15
195,15
196,14
197,18
198,17
199,16
200,20
201,16
202,16
203,13
204,15
205,20
206,17
207,19
208,17
209,19
210,18
211,15
212,18
213,21
214,21
215,18
216,20
217,22
218,20
219,22
220,26
221,26
222,27
223,25
224,23
225,21
226,19
227,25
228,17
229,21
230,22
231,23
232,21
233,17
234,18
235,17
236,14
237,19
238,17
239,20
240,26
241,28
242,29
243,34
244,33
245,36
246,33
247,30
248,26
249,29
250,30
251,27
252,29
253,23
254,22
255,21
256,18
257,22
258,24
259,26
260,21
261,17
262,22
263,28
264,27
265,25
266,27
267,30
268,25
269,29
270,31
271,34
272,33
273,37
274,34
275,32
276,37
277,37
278,33
279,33
280,36
281,29
282,28
283,26
284,29
285,32
286,39
287,38
288,38
289,41
290,35
291,35
292,31
293,33
294,32
295,33
296,34
297,33
298,29
299,22
300,27
301,25
302,33
303,27
304,27
305,32
306,29
307,31
308,26
309,28
310,33
311,28
312,27
313,28
314,26
315,26
316,22
317,17
318,21
319,24
320,25
321,20
322,30
323,27
324,26
325,27
326,26
327,24
328,19
329,18
330,23
331,22
332,22
333,23
334,23
335,25
336,23
337,20
338,23
339,23
340,25
341,34
342,35
343,35
344,27
345,23
346,22
347,24
348,25
349,25
350,22
351,25
352,25
353,25
354,23
355,27
356,27
357,25
358,24
359,28
360,30
361,24
362,29
363,30
364,37
365,35
366,31
367,36
368,35
369,37
370,36
371,33
372,34
373,35
374,29
375,28
376,25
377,25
378,29
379,32
380,23
381,18
382,16
383,18
384,18
385,20
386,21
387,22
388,18
389,23
390,24
391,19
392,20
393,19
394,18
395,14
396,21
397,19
398,17
399,18
400,20
401,20
402,22
403,25
404,25
405,25
406,20
407,22
408,25
409,22
410,21
411,14
412,15
413,19
414,18
415,13
416,10
417,10
418,8
419,10
420,8
421,16
422,18
423,20
424,19
425,22
426,18
427,17
428,26
429,31
430,32
431,26
432,24
433,25
434,24
435,26
436,21
437,19
438,26
439,23
440,23
441,19
442,23
443,29
444,27
445,23
446,23
447,19
448,25
449,25
450,24
451,24
452,24
453,23
454,23
455,33
456,28
457,26
458,23
459,21
460,21
461,29
462,26
463,18
464,26
465,15
466,19
467,18
468,16
469,18
470,23
471,19
472,21
473,21
474,23
475,21
476,24
477,27
478,24
479,23
480,22
481,21
482,20
483,20
484,18
485,24
486,24
487,23
488,16
489,12
490,14
491,12
492,15
493,18
494,21
495,21
496,22
497,22
498,23
499,20
500,19
