,n_problematic_contacts
0,11
1,11
2,11
3,7
4,3
5,9
6,10
7,8
8,8
9,9
10,9
11,13
12,15
13,14
14,12
15,9
16,12
17,9
18,12
19,13
20,18
21,22
22,19
23,18
24,22
25,19
26,13
27,14
28,16
29,17
30,19
31,22
32,14
33,15
34,17
35,15
36,14
37,16
38,17
39,20
40,21
41,23
42,22
43,30
44,27
45,23
46,20
47,27
48,25
49,21
50,17
51,12
52,19
53,21
54,19
55,23
56,22
57,25
58,23
59,22
60,21
61,16
62,19
63,25
64,23
65,17
66,19
67,15
68,26
69,29
70,27
71,27
72,20
73,24
74,28
75,28
76,19
77,19
78,22
79,19
80,16
81,14
82,14
83,15
84,17
85,26
86,34
87,25
88,13
89,20
90,22
91,22
92,22
93,21
94,19
95,17
96,18
97,21
98,21
99,17
100,17
101,19
102,16
103,12
104,15
105,14
106,13
107,13
108,15
109,17
110,19
111,20
112,19
113,21
114,23
115,21
116,20
117,21
118,20
119,22
120,19
121,16
122,18
123,17
124,17
125,22
126,20
127,20
128,19
129,20
130,26
131,27
132,25
133,26
134,27
135,29
136,30
137,29
138,31
139,30
140,27
141,26
142,22
143,21
144,20
145,18
146,14
147,13
148,14
149,19
150,17
151,14
152,17
153,12
154,14
155,16
156,11
157,16
158,17
159,16
160,17
161,14
162,15
163,17
164,14
165,14
166,11
167,12
168,16
169,10
170,8
171,11
172,10
173,13
174,13
175,12
176,12
177,14
178,12
179,13
180,13
181,11
182,16
183,17
184,12
185,11
186,16
187,18
188,11
189,19
190,17
191,18
192,19
193,26
194,21
195,18
196,21
197,26
198,26
199,24
200,22
201,16
202,18
203,13
204,10
205,12
206,14
207,13
208,15
209,21
210,18
211,22
212,17
213,17
214,22
215,22
216,18
217,15
218,12
219,11
220,14
221,15
222,14
223,15
224,19
225,21
226,23
227,18
228,16
229,16
230,18
231,17
232,16
233,13
234,11
235,21
236,26
237,25
238,22
239,23
240,19
241,21
242,21
243,22
244,23
245,17
246,20
247,20
248,22
249,27
250,26
251,24
252,21
253,19
254,22
255,23
256,23
257,21
258,22
259,22
260,22
261,21
262,18
263,25
264,22
265,17
266,20
267,15
268,17
269,20
270,17
271,18
272,19
273,26
274,21
275,26
276,27
277,24
278,16
279,20
280,20
281,17
282,13
283,17
284,15
285,14
286,14
287,19
288,18
289,15
290,12
291,14
292,12
293,16
294,15
295,19
296,16
297,21
298,16
299,18
300,15
301,19
302,19
303,20
304,18
305,20
306,16
307,18
308,16
309,17
310,17
311,15
312,17
313,13
314,14
315,15
316,15
317,18
318,24
319,17
320,17
321,22
322,21
323,25
324,22
325,18
326,16
327,16
328,17
329,16
330,15
331,15
332,12
333,14
334,14
335,18
336,15
337,9
338,6
339,6
340,11
341,12
342,11
343,10
344,10
345,9
346,12
347,12
348,13
349,14
350,16
351,14
352,8
353,11
354,11
355,16
356,18
357,15
358,21
359,25
360,25
361,22
362,21
363,21
364,23
365,27
366,24
367,20
368,16
369,21
370,23
371,23
372,25
373,26
374,30
375,30
376,30
377,25
378,24
379,22
380,25
381,23
382,22
383,17
384,14
385,14
386,13
387,19
388,15
389,15
390,17
391,21
392,23
393,25
394,21
395,25
396,29
397,29
398,26
399,25
400,23
401,25
402,28
403,21
404,20
405,24
406,21
407,19
408,14
409,19
410,17
411,20
412,17
413,19
414,20
415,20
416,22
417,26
418,24
419,22
420,24
421,24
422,25
423,18
424,21
425,28
426,25
427,26
428,27
429,24
430,25
431,21
432,18
433,19
434,20
435,24
436,25
437,22
438,19
439,16
440,18
441,14
442,13
443,13
444,17
445,15
446,16
447,16
448,15
449,15
450,19
451,23
452,20
453,23
454,23
455,22
456,23
457,26
458,24
459,17
460,18
461,14
462,17
463,12
464,13
465,14
466,14
467,15
468,14
469,12
470,11
471,12
472,7
473,10
474,13
475,15
476,19
477,16
478,19
479,15
480,17
481,15
482,16
483,16
484,23
485,17
486,20
487,17
488,21
489,22
490,15
491,18
492,16
493,14
494,18
495,18
496,19
497,20
498,15
499,17
500,18
