,n_problematic_contacts
0,21
1,14
2,10
3,12
4,12
5,12
6,14
7,13
8,12
9,14
10,16
11,19
12,21
13,24
14,23
15,22
16,19
17,16
18,15
19,13
20,14
21,10
22,9
23,7
24,9
25,10
26,14
27,13
28,10
29,11
30,12
31,17
32,14
33,12
34,14
35,14
36,19
37,18
38,17
39,23
40,19
41,18
42,17
43,19
44,21
45,17
46,18
47,20
48,18
49,21
50,19
51,19
52,22
53,22
54,13
55,13
56,16
57,16
58,16
59,14
60,15
61,11
62,14
63,13
64,18
65,13
66,13
67,17
68,26
69,27
70,26
71,28
72,25
73,24
74,20
75,12
76,14
77,11
78,15
79,11
80,14
81,15
82,18
83,19
84,21
85,21
86,14
87,20
88,21
89,15
90,12
91,11
92,12
93,12
94,14
95,19
96,22
97,24
98,28
99,26
100,23
101,17
102,22
103,16
104,21
105,20
106,26
107,25
108,23
109,31
110,25
111,23
112,21
113,24
114,20
115,30
116,28
117,28
118,28
119,36
120,38
121,28
122,23
123,23
124,22
125,18
126,14
127,17
128,17
129,19
130,19
131,21
132,19
133,20
134,14
135,22
136,20
137,20
138,25
139,18
140,21
141,20
142,20
143,20
144,21
145,18
146,20
147,20
148,22
149,20
150,23
151,23
152,19
153,22
154,19
155,25
156,25
157,22
158,14
159,14
160,19
161,23
162,23
163,23
164,16
165,18
166,22
167,25
168,20
169,15
170,19
171,19
172,22
173,23
174,27
175,24
176,21
177,19
178,22
179,23
180,24
181,21
182,18
183,18
184,18
185,17
186,25
187,26
188,20
189,17
190,17
191,18
192,16
193,16
194,14
195,17
196,15
197,17
198,16
199,15
200,18
201,13
202,14
203,14
204,15
205,14
206,16
207,15
208,11
209,11
210,12
211,15
212,15
213,16
214,20
215,12
216,13
217,15
218,20
219,16
220,15
221,14
222,21
223,23
224,22
225,21
226,24
227,25
228,21
229,23
230,22
231,21
232,18
233,22
234,22
235,20
236,25
237,19
238,28
239,31
240,27
241,30
242,23
243,28
244,25
245,22
246,20
247,18
248,19
249,19
250,21
251,22
252,22
253,14
254,19
255,20
256,19
257,26
258,25
259,25
260,25
261,20
262,17
263,18
264,19
265,22
266,19
267,15
268,18
269,17
270,16
271,18
272,21
273,19
274,19
275,21
276,23
277,22
278,22
279,22
280,21
281,29
282,27
283,33
284,34
285,32
286,28
287,22
288,20
289,24
290,24
291,29
292,29
293,31
294,36
295,31
296,32
297,35
298,31
299,28
300,26
301,22
302,18
303,22
304,27
305,26
306,30
307,25
308,23
309,22
310,26
311,27
312,24
313,21
314,21
315,18
316,19
317,18
318,16
319,16
320,20
321,22
322,22
323,23
324,24
325,24
326,22
327,18
328,20
329,21
330,23
331,24
332,25
333,21
334,24
335,20
336,24
337,23
338,23
339,19
340,20
341,24
342,20
343,14
344,11
345,17
346,17
347,15
348,20
349,14
350,19
351,15
352,16
353,17
354,12
355,14
356,19
357,20
358,19
359,20
360,15
361,15
362,13
363,18
364,13
365,17
366,17
367,19
368,15
369,18
370,15
371,15
372,13
373,12
374,11
375,13
376,16
377,12
378,12
379,12
380,14
381,17
382,15
383,18
384,20
385,18
386,16
387,17
388,14
389,12
390,13
391,16
392,23
393,16
394,19
395,18
396,15
397,26
398,29
399,33
400,25
401,26
402,24
403,26
404,24
405,27
406,25
407,22
408,21
409,27
410,20
411,22
412,14
413,22
414,22
415,22
416,22
417,15
418,18
419,16
420,15
421,18
422,14
423,16
424,18
425,22
426,27
427,26
428,27
429,19
430,21
431,19
432,20
433,18
434,20
435,21
436,22
437,18
438,17
439,21
440,17
441,20
442,19
443,15
444,16
445,18
446,16
447,19
448,22
449,17
450,11
451,9
452,8
453,7
454,4
455,8
456,8
457,8
458,11
459,13
460,13
461,16
462,14
463,10
464,12
465,13
466,14
467,12
468,15
469,18
470,18
471,19
472,17
473,13
474,13
475,14
476,13
477,9
478,12
479,13
480,15
481,19
482,22
483,22
484,20
485,18
486,14
487,16
488,16
489,18
490,17
491,15
492,13
493,14
494,14
495,14
496,13
497,12
498,11
499,12
500,11
